group,variable,value
57,77,0.2910556364043434
57,2036,0.0
57,78,0.0
27,6,0.5066624112343414
27,2,3.2793425357057373
27,3,0.3710205058645177
27,19,0.0
27,13,1.0851352429585892
27,17,0.3789994414745073
27,39,0.0
27,1,7.903135721694726
27,32,0.4388414585494294
27,25,50.04388414585495
27,97,0.0
27,191,0.0
27,16,0.2593154073246629
27,55,0.5226202824543206
27,68,0.0
27,36882,0.0
27,58,0.0
27,77,0.3271363600095747
27,2036,0.0
27,78,0.0
32,6,1.0021922956467273
32,2,0.1118518187105722
32,3,0.0447407274842288
32,19,0.0
32,13,0.3981924746096372
32,17,0.6621627667665876
32,39,0.0
32,1,0.1073777459621493
32,32,0.0223703637421144
32,25,0.3355554561317167
32,97,0.0
32,191,0.0
32,16,0.3668739653706769
32,55,0.97534785915619
32,68,0.0
32,36882,0.0
32,58,0.0
32,77,0.6621627667665876
32,2036,0.0
32,78,0.0
16,6,0.8160872897786194
16,2,1.2669642454574148
16,3,1.0640696154019569
16,19,0.0
16,13,0.1172280084764867
16,17,0.0405789260110915
16,39,0.0
16,1,2.4347355606654943
16,32,0.1578069344875783
16,25,0.2795437125208531
16,97,0.0
16,191,0.0
16,16,3.2643491591144778
16,55,0.0586140042382433
16,68,0.0
16,36882,0.0
16,58,0.0
16,77,0.0180350782271518
16,2036,0.0
16,78,0.0
65,6,2.552078636486608
65,2,0.9333573811885651
65,3,2.4979709622148074
65,19,0.0
65,13,0.166831995671386
65,17,0.1848678870953196
65,39,0.0
65,1,0.1848678870953196
65,32,0.0676345928397511
65,25,0.1623230228154026
65,97,0.0
65,191,0.0
65,16,0.0180358914239336
65,55,0.0721435656957345
65,68,0.0
65,36882,0.0
65,58,0.0
65,77,1.1993867796915862
65,2036,0.0
65,78,0.0
23,6,0.648549897236812
23,2,0.2055263758849052
23,3,0.1552865951130395
23,19,0.0
23,13,0.4932633021237725
23,17,0.580041105275177
23,39,0.0
23,1,0.2466316510618862
23,32,0.2557661566567709
23,25,0.0456725279744233
23,97,0.0
23,191,0.0
23,16,2.891071020781
23,55,0.3425439598081754
23,68,0.0
23,36882,0.0
23,58,0.0
23,77,0.0365380223795387
23,2036,0.0
23,78,0.0
63,6,7.322450265077948
63,2,0.7033751509107133
63,3,0.3201931657130859
63,19,0.0
63,13,2.04188756495722
63,17,0.0892341609364337
63,39,0.0787360243556768
63,1,0.7453676972337411
63,32,0.3254422340034644
63,25,0.734869560652984
63,97,0.0
63,191,0.0
