group,variable,value
10333,2316,0.5649717514124294
10333,478,0.0
10333,1470,0.0
10333,9460,0.0
10333,20493,0.0
10333,99171,0.0
10333,570,0.0
10333,7877,0.0
10333,890,0.0
10333,2743,0.0
478,11865,1.8411967779056386
478,192,0.11507479861910241
478,3768,0.0
478,1853,0.0
478,1367,0.11507479861910241
478,120161,0.0
478,10333,0.0
478,362,0.0
478,5603,0.0
478,118568,0.0
478,2316,0.0
478,478,82.27848101265823
478,1470,0.0
478,9460,0.0
478,20493,0.0
478,99171,0.0
478,570,0.0
478,7877,0.0
478,890,0.0
478,2743,0.0
99171,11865,0.35294117647058826
99171,192,0.1176470588235294
99171,3768,0.0
99171,1853,0.0
99171,1367,0.0
99171,120161,0.0
99171,10333,0.0
99171,362,0.0
99171,5603,0.0
99171,118568,0.1176470588235294
99171,2316,0.0
99171,478,0.0
99171,1470,0.0
99171,9460,0.0
99171,20493,0.0
99171,99171,86.58823529411764
99171,570,0.0
99171,7877,0.0
99171,890,0.0
99171,2743,0.0
9460,11865,1.179245283018868
9460,192,0.2358490566037736
9460,3768,0.0
9460,1853,0.0
9460,1367,0.1179245283018868
9460,120161,0.0
9460,10333,0.0
9460,362,0.0
9460,5603,0.0
9460,118568,0.2358490566037736
9460,2316,0.0
9460,478,0.0
9460,1470,0.0
9460,9460,80.30660377358491
9460,20493,0.0
9460,99171,0.0
9460,570,0.0
9460,7877,0.1179245283018868
9460,890,0.0
9460,2743,0.0
20493,11865,0.0
20493,192,0.11806375442739078
20493,3768,0.0
20493,1853,0.0
20493,1367,0.0
20493,120161,0.0
20493,10333,0.0
20493,362,0.0
20493,5603,0.0
20493,118568,0.0
20493,2316,0.0
20493,478,0.0
20493,1470,0.0
20493,9460,0.0
20493,20493,83.47107438016529
20493,99171,0.0
20493,570,0.0
20493,7877,0.0
20493,890,0.0
20493,2743,0.0
570,11865,0.0
570,192,0.0
570,3768,0.0
570,1853,0.11876484560570072
570,1367,0.0
570,120161,0.0
570,10333,0.0
570,362,0.0
570,5603,0.0
570,118568,0.0
570,2316,0.0
570,478,0.0
570,1470,0.0
570,9460,0.0
570,20493,0.0
570,99171,0.0
570,570,80.52256532066508
570,7877,0.0
570,890,0.0
570,2743,0.23752969121140144
7877,11865,0.24630541871921183
7877,192,0.0
7877,3768,0.0
7877,1853,0.0
7877,1367,0.12315270935960591
7877,120161,0.0
7877,10333,0.0
7877,362,0.0
7877,5603,0.0
7877,118568,0.0
7877,2316,0.0
7877,478,0.24630541871921183
7877,1470,0.0
7877,9460,0.0
7877,20493,0.0
7877,99171,0.0
7877,570,0.0
7877,7877,78.94088669950739
7877,890,0.0
7877,2743,0.0
2743,11865,0.0
2743,192,0.38860103626943004
2743,3768,0.1295336787564767
2743,1853,1.2953367875647668
2743,1367,0.0
2743,120161,0.0
2743,10333,0.0
2743,362,0.0
2743,5603,0.0
2743,118568,0.0
2743,2316,0.0
2743,478,0.0
2743,1470,0.0
2743,9460,0.0
2743,20493,0.0
2743,99171,0.0
2743,570,0.2590673575129534
2743,7877,0.0
2743,890,0.0
2743,2743,74.22279792746113
890,11865,0.0
890,192,0.0
890,3768,0.13054830287206268
890,1853,0.0
890,1367,0.39164490861618795
890,120161,0.0
890,10333,0.13054830287206268
890,362,0.0
890,5603,0.0
890,118568,0.0
890,2316,0.0
890,478,0.0
890,1470,0.0
890,9460,0.0
890,20493,0.0
890,99171,0.0
890,570,0.0
890,7877,0.0
890,890,80.15665796344648
890,2743,0.6527415143603132
118568,11865,1.0471204188481675
118568,192,0.7853403141361256
118568,3768,0.0
118568,1853,0.0
118568,1367,0.0
118568,120161,0.0
118568,10333,0.13089005235602094
118568,362,0.0
118568,5603,0.3926701570680628
118568,118568,65.0523560209424
118568,2316,0.0
118568,478,0.0
118568,1470,0.0
118568,9460,0.0
118568,20493,0.0
118568,99171,0.0
118568,570,0.0
118568,7877,0.0
118568,890,0.0
118568,2743,0.0
