group,variable,value
0,0,3.949005875032559
0,1,7.763435881110178
0,2,1.6322750557115158
0,3,2.228460625705438
0,4,1.5280872861980146
0,5,1.5743929615373484
0,6,1.0476659045524268
0,7,1.2864295430208663
0,8,1.2415709200358869
0,9,2.4078951176453565
0,10,5.736115532659972
0,11,31.45023586953376
0,12,1.8493329088646424
0,13,2.33988365699071
0,14,1.0375365380719477
0,15,0.7770671142881949
0,16,24.691054322345384
0,17,3.837582843747287
0,18,2.251613463375105
0,19,1.370358579573409
1,0,1.690895724144473
1,1,3.206298764436645
1,2,2.1509711385680745
1,3,0.3154125263831907
1,4,17.64887234093011
1,5,0.3580999359688856
1,6,0.5952522114449689
1,7,1.9138188630919917
1,8,0.8442621006948562
1,9,18.21092323380843
1,10,3.967557568714872
1,11,0.3770721180069722
1,12,1.4727156307064766
1,13,2.089311546944293
1,14,0.7067137809187279
1,15,0.8205468731472478
1,16,34.94675931415562
1,17,5.025256717338203
1,18,3.317760333910404
1,19,0.3414992766855598
2,0,6.4349232012934525
2,1,15.91754244139046
2,2,2.8267313392616544
2,3,20.34357316087308
2,4,0.9364052815952574
2,5,1.130423066558879
2,6,1.78792778226893
2,7,0.2654271085960658
2,8,0.4756130423066559
2,9,1.5656157369981136
2,10,7.268930207491242
2,11,0.2155753166262463
2,12,2.387496631635678
2,13,1.2247372675828618
2,14,3.96254378873619
2,15,0.4971705739692805
2,16,20.28428994880086
2,17,3.3454594448935597
2,18,7.826731339261654
2,19,1.3028833198598762
3,0,0.0807250577918027
3,1,0.1724580780097604
3,2,0.1284262283051407
3,3,0.0183466040435915
3,4,0.0
3,5,0.0293545664697464
3,6,0.0220159248523098
3,7,0.0256852456610281
3,8,0.0330238872784647
3,9,0.0256852456610281
3,10,0.1908046820533519
3,11,0.0110079624261549
3,12,0.0770557369830844
3,13,0.0954023410266759
3,14,0.0513704913220562
3,15,0.0183466040435915
3,16,98.73408432099218
3,17,0.1027409826441125
3,18,0.132095549113859
3,19,0.0513704913220562
4,0,11.38820185567292
4,1,12.145228952870282
4,2,6.733988330304314
4,3,3.7509736133695903
4,4,0.8485809158114812
4,5,0.1120509421844467
4,6,2.0907066041732145
4,7,0.4823656413549965
4,8,1.124608846558533
4,9,2.377666334157773
4,10,11.36223883248384
4,11,0.3826129733127451
4,12,4.641915251226411
4,13,2.369467484729643
4,14,2.5102143999125457
4,15,1.0959128735600772
4,16,20.17873491753324
4,17,7.9146226479550705
4,18,7.731515010726827
4,19,0.7583935721020484
5,0,24.090188414881457
5,1,7.674864496146898
5,2,3.842041222668781
5,3,2.140407802072195
5,4,1.207551343976992
5,5,0.2064820618708749
5,6,2.0574462593562184
5,7,0.5272666937059842
5,8,0.9826333837247888
5,9,3.0880129788724604
5,10,7.593746543269053
5,11,0.2396666789572656
5,12,4.69377972788614
5,13,2.7930386047712106
5,14,1.9523616385826483
5,15,3.0474540024335384
5,16,20.9911138969802
5,17,5.029313078426312
5,18,6.677482393717046
5,19,1.1651487776999374
6,0,0.0752131037940832
6,1,0.1002841383921109
6,2,0.0125355172990138
6,3,0.0041785057663379
6,4,0.2799598863446431
6,5,0.0
6,6,0.0125355172990138
6,7,0.0501420691960554
6,8,0.0125355172990138
6,9,0.689453451445763
6,10,0.0543205749623934
6,11,0.0
6,12,0.0459635634297175
6,13,0.0292495403643657
6,14,0.0208925288316897
6,15,0.0167140230653518
6,16,98.39127527995988
6,17,0.0877486210930971
6,18,0.0793916095604212
6,19,0.0376065518970416
7,0,3.082150640970637
7,1,4.357227437318735
7,2,18.367627121552747
7,3,1.73156458615778
7,4,2.2978840246434764
7,5,16.642927013437216
7,6,1.7126872715415902
7,7,0.6675704896088963
7,8,1.170393506203772
7,9,1.5788299497176983
7,10,3.6244444063084553
7,11,0.1149800072077019
7,12,4.491084759142627
7,13,2.155446105266771
7,14,1.1000326062707009
7,15,0.4084364435139263
7,16,27.571176056700587
7,17,3.5609479844176346
7,18,5.09344270735014
7,19,0.2711468826689091
8,0,4.647042790951213
8,1,5.74270918506405
8,2,1.6680294358135732
8,3,4.078768056691197
8,4,0.5437448896156991
8,5,0.9103297901335512
8,6,1.9078768056691195
8,7,0.5137639683837558
8,8,2.023712183156173
8,9,2.341237394385391
8,10,9.467157263559551
8,11,0.2521122921777051
8,12,4.482147724175524
8,13,1.567184518942491
8,14,26.242845461978742
8,15,0.5178522758244753
8,16,22.030526028890705
8,17,4.4276369582992645
8,18,4.559825565549196
8,19,2.075497410738621
9,0,1.0941816298342542
9,1,6.221944060773481
9,2,0.528746546961326
9,3,4.340037983425414
9,4,1.0402279005524862
9,5,29.18033494475138
9,6,0.7920407458563535
9,7,0.7683011049723757
9,8,1.0251208563535912
9,9,0.6647099447513812
9,10,1.7739986187845305
9,11,0.4812672651933702
9,12,3.1444233425414367
9,13,1.0315953038674033
9,14,6.269423342541436
9,15,0.9280041436464088
9,16,35.702261740331494
9,17,1.3315780386740332
9,18,2.894078038674033
9,19,0.7877244475138122
10,0,4.33137262967381
10,1,4.888733495125663
10,2,1.400600551190819
10,3,2.959565628727736
10,4,5.7710501419110685
10,5,0.1213442474599975
10,6,1.920941137756571
10,7,0.9069968327094732
10,8,2.007321788490807
10,9,21.24964008062194
10,10,6.575212866603596
10,11,0.3331825099749085
10,12,2.7024803586853685
10,13,2.307597383900292
10,14,4.012586894821275
10,15,0.7568590350047304
10,16,25.762000740405576
10,17,6.626629920612069
10,18,4.596684628357534
10,19,0.769199127966764
11,0,3.8048659691698137
11,1,3.10901999628552
11,2,0.777564539094905
11,3,1.9451495078313623
11,4,0.2946821023958398
11,5,0.3169689840896428
11,6,0.932334550857426
