Author Community
L_De_Ruiter 436
L_Devillers 654
L_Fadiga 148
L_Garg 655
L_Gatti 656
L_George 657
L_Hay 658
L_Hespanhol 520
L_Hirshfield 201
L_Johannsmeier 659
L_Latacz 29
L_Li 95
L_Maiolo 301
L_Malinverni 325
L_Malmborg 473
L_Nacke 313
L_Patané 148
L_Polonio 11
L_Riek 660
L_Ring 661
L_Roalter 293
L_Robert 85
L_Santamaria-Granados 662
L_Schillingmann 148
L_Sha 129
L_She 663
L_Shen 87
L_Sitbon 664
L_Sun 22
L_Takayama 107
L_Teijeiro-Mosquera 665
L_Tian 588
L_Urquhart 666
L_Wen 43
L_Wu 22
L_Zettlemoyer 265
L_Zhang 101
L_Zheng 22
MA_Abd 667
MA_Carbonneau 110
MA_Clarke 592
MA_Eid 668
MA_Neerincx 465
MA_Nicolaou 11
MA_Salichs 114
MA_Shehadeh 31
MA_Whitby 313
MB_Ammar 249
MB_Dehkordi 669
MB_Luebbers 135
MC_Desmarais 670
MC_Fontaine 32
MD_Coco 425
MD_Dzandu 95
ME_Cabrera 27
ME_Foster 29
ME_Hoque 415
ME_Walker 201
MF_Jung 571
MF_Shiratuddin 671
MH_Korayem 225
MH_Yap 43
MI_Tanveer 583
MI_Toma 507
MJA_Wohl 299
MJ_Black 614
MJ_Ferreira 2
MJ_Gallego-Arrufat 672
MJ_Islam 673
MJ_Marín-Jiménez 674
MJ_Micire 107
MJ_Muller 263
MJ_Schoelles 675
MKXJ_Pan 103
MK_Abadi 345
MK_Kim 484
MK_Pan 103
MK_bin_Mohd_Sidik 676
ML_Guha 263
ML_Jensen 677
ML_Smith 678
ML_Traeger 571
MMA_De_Graaf 135
MMA_de_Graaf 135
MMT_Rodrigo 98
MM_Novitzky 44
MM_Scheunemann 474
MN_Sakib 462
MP_Aylett 679
MR_Ahsan 680
MR_Amin 681
MSH_Aung 682
MS_Bernstein 418
MS_Hossain 32
MS_Prewett 683
MTB_Iqbal 684
MT_Hibbeln 399
MT_Lázaro 685
MV_Birk 313
MV_Sokolova 686
MW_Pryor 135
MZ_Baig 687
M_Abdullah-Al-Wadud 684
M_Ahmad 40
M_Aksu 195
M_Al_Jazaery 43
M_Arevalillo-Herráez 688
M_Bachynskyi 296
M_Barthet 532
M_Basheri 689
M_Beaudouin-Lafon 690
M_Bering_Christiansen 691
M_Bianchi 6
M_Bilandzic 692
M_Bilucaglia 693
M_Brereton 90
M_Bødker 58
M_Cakmak 32
M_Cannataro 334
M_Cashmore 694
M_Chollet 46
M_Chromik 41
M_Ciman 645
M_Claypool 695
M_Cognetti 32
M_Cristani 11
M_Dagioglou 696
M_De_Santo 502
M_Dehghan 156
M_Demir 697
M_Destephe 698
M_Dontcheva 38
M_Dragoni 699
M_Elhoseny 91
M_Faccio 543
M_Ferron 345
M_Filetti 328
M_Firoozabadi 700
M_Fjeld 542
M_Fontaine 32
M_Foster 701
M_Fulea 348
M_Fulton 379
M_Funk 231
M_Gašić 508
M_Guerini 656
M_Gökmen 11
M_Hammad 95
M_Hanheide 29
M_Hassan 702
M_Hassenzahl 41
M_Hatala 703
M_Hayat 87
M_Hoffmann 2
M_Holm 156
M_Hosny 704
M_Huber 29
M_Hummelgård 625
M_Häring 436
M_Imani 705
M_Jaiswal 468
M_Javaid 706
M_Jeon 563
M_Jirotka 707
M_Jones 90
M_Joosse 708
M_Jung 571
M_Kapadia 709
M_Karg 29
M_Khoramshahi 185
M_Klumpp 710
M_Kraus 343
M_Kwon 22
M_Larson 11
M_Lech 551
M_Ley 711
M_Li 87
M_Lichtenstern 712
M_Ligthart 465
M_Lopes 333
M_Luria 32
M_Luz 72
M_Majid 713
M_Mancini 95
M_Maniadakis 714
M_Mara 715
M_Marchal 716
M_Marjanovic 361
M_Martens 428
M_Matarić 107
M_Mauri 717
M_Mehu 11
M_Micire 536
M_Mizrahi 32
M_Mohammed 564
M_Mohan 107
M_Monllor 515
M_Moosaei 718
M_Mori 719
M_Moshagen 720
M_Nancel 690
M_Naphade 527
M_Nardelli 6
M_Natarajan 540
M_Nebeling 612
M_Nkwo 182
M_Novitzky 44
M_Obaid 40
M_Obrist 721
M_Ostanin 722
M_Pantic 11
M_Papadakis 451
M_Papakostas 644
M_Patacchiola 458
M_Pielot 290
M_Pike 723
M_Ptaszynski 724
M_Ragni 725
M_Rahul 726
M_Rajanen 727
M_Rakovic 728
M_Rehm 140
M_Rooksby 272
M_Rueben 729
M_Ruocco 458
M_Salem 535
M_Sarabia 637
M_Saraiva 558
M_Sarnovský 730
M_Schaekermann 731
M_Scheutz 201
M_Schroder 46
M_Schrum 540
M_Selvaggio 32
M_Shehadeh 31
M_Siam 156
M_Sicart 313
M_Sidorov 732
M_Skowron 733
M_Soury 734
M_Staffa 9
M_Stavrakis 735
M_Suguitan 32
M_Sun 32
M_Tirassa 306
M_Tkalcic 295
M_Tomitsch 520
M_Tomko 626
M_Torres 736
M_Traeger 571
M_Valster 46
M_Velonaki 44
M_Vircikova 537
M_Vorvoreanu 456
M_Vázquez 32
M_Walker 201
M_Wiberg 568
M_Wich 737
M_Wollmer 8
M_Wu 738
M_Xu 404
M_Yu 739
M_Zakariah 217
M_Zhou 22
M_Ziadee 535
M_Ziefle 253
M_Zimmerman 195
M_Zito 693
M_Züger 234
M_van_Almkerk 740
NA_Hinz 148
NA_Malik 572
NC_Krämer 741
NF_Duarte 728
NS_Dalton 568
N_Abe 447
N_Akalin 278
N_Almeida 742
N_An 156
N_Baghaei 689
N_Bausch 448
N_Bellotto 29
N_Cespedes 29
N_Churamani 11
N_Dael 95
N_Dalton 568
N_DePalma 135
N_Dey 743
N_Doulamis 317
N_Karusala 744
N_Kim 745
N_Koenig 107
N_Kohli 726
N_Kubota 43
N_Kumar 744
N_Lubold 493
N_Malandrakis 8
N_Mana 345
N_Mirnig 29
N_Monaikul 330
N_ODonnell 416
N_Pinkwart 746
N_Rabb 201
N_Ranasinghe 721
N_Sadoughi 8
N_Spatola 148
N_Thammasan 638
N_Tran 201
N_Tsoi 32
N_Yamashita 707
N_Yuill 246
OC_Görür 355
OS_Iversen 377
O_Araque 656
O_Bown 44
O_Cakmak 277
O_Gupta 38
O_Krejcar 312
O_Liu 107
O_Ly 747
O_Mazhar 748
O_Mich 345
O_Mohammed 526
O_Nov 749
O_Scheuer 746
O_Shaer 749
O_Weisman 95
O_Zafrani 750
PAM_Ruijten 474
PA_Hancock 593
PA_Lasota 107
PA_Nogueira 751
PG_Esteban 337
PG_Simos 297
PJ_McCullagh 752
PJ_Stappers 305
PK_Gupta 753
PK_Murali 525
PM_Blom 371
PO_Kristensson 296
PP_Maglio 754
PR_Spence 571
PY_Oudeyer 747
P_Ardón 260
P_Arnau-González 688
P_Bader 128
P_Baranyi 755
P_Barros 11
P_Beckerle 546
P_Biswas 756
P_Buono 373
P_Bustos 501
P_Caleb-Solly 2
P_Carcagnì 425
P_Dickinson 605
P_Dourish 384
P_Fengjiao 98
P_Georgieva 652
P_Ghosh 702
P_Gustavsson 156
P_Gómez_Esteban 571
P_Higgins 525
P_Hock 497
P_Hämäläinen 613
P_Kohli 388
P_Korondi 336
P_Koutsabasis 735
P_Kumar 12
P_Kumarapeli 396
P_Lasota 107
P_Lison 380
P_Luff 707
P_Markopoulos 262
P_Marshall 246
P_Menezes 524
P_Mohan 156
P_Montuschi 311
P_Nandy 135
P_Novais 424
P_Palanque 262
P_Pandey 757
P_Pasquier 758
P_Pons 132
P_Rasti 580
P_Ratsamee 320
P_Renner 510
P_Robinette 44
P_Rocco 95
P_Rodriguez 530
P_Sajda 607
P_Salvine 759
P_Song 156
P_Spronck 2
P_Sujatha 760
P_Tarnowski 761
P_Thiam 762
P_Trigueiros 513
P_Van_Schaik 41
P_Washington 402
P_Werner 98
P_Wills 29
P_Yenigalla 282
P_Zhang 43
P_Zhong 2
QMJ_Wu 75
Q_Gao 156
Q_Lu 87
Q_Mao 763
Q_Yang 32
Q_Zhang 102
Q_Zhu 22
RAS_Fernandez 764
RA_Nugrahaeni 765
RC_Arkin 766
RD_Johnson 767
RG_Magee 768
RJK_Jacob 403
RJ_Holden 769
RM_Agrigoroaie 201
RM_Aronson 135
RM_Jiang 770
RM_Voyles 27
RN_Roy 370
RR_Fletcher 771
RR_Wehbe 72
RSJ_Baker 98
RS_Baker 98
RT_Chadalavada 557
RW_Proctor 772
R_Agrigoroaie 201
R_Akmeliawati 773
R_Alahmad 85
R_Alami 29
R_Altizer_Jr 774
R_Andrade 627
R_Andreasson 148
R_Arias-Hernández 775
R_Bajpai 15
R_Baker 98
R_Barbieri 6
R_Barea 651
R_Benbunan-Fich 776
R_Bond 22
R_Buchner 70
R_Böck 445
R_Ceres 487
R_Chavarriaga 503
R_Chiong 158
R_Comber 555
R_Dalton 568
R_Eg 695
R_El_Kaliouby 38
R_Fang 663
R_Froschauer 777
R_Gomez 32
R_Gorbet 29
R_Gravina 778
R_Guo 43
R_Gupta 8
R_Henriques 2
R_Hortensius 272
R_Huang 560
R_Jenke 779
R_Jiang 780
R_Kajastila 613
R_Katarya 781
R_Kawase 338
R_Khot 43
R_Laureanti 693
R_Lederman 90
R_Lietz 782
R_Lopes 783
R_Lorenz 252
R_Malheiro 784
R_Morris 38
R_Nawaz 566
R_Niewiadomski 785
R_Pak 465
R_Panda 784
R_Paradeda 2
R_Pereira 562
R_Picard 98
R_Piryani 440
R_Prada 2
R_Quintero 736
R_Ramakrishnan 29
R_Ramchurn 723
R_Raya 487
R_Read 29
R_Richer 786
R_Rodrigues 751
R_Ros 29
R_Rupp 597
R_Santhanam 787
R_Schroeter 788
R_Servidio 449
R_Shilkrot 71
R_Song 22
R_Sorbello 789
R_Stower 98
R_Subramanian 345
R_Sun 790
R_Thiessen 180
R_Unal 546
R_Walecki 611
R_Wen 22
R_Xu 615
R_Zhang 625
R_Zhao 156
SA_Elprama 729
SA_Etemad 505
SA_Lee 232
SA_Rizwan 529
SB_Banisetty 201
SB_Daily 791
SB_Lovato 792
SC_Akkaladevi 793
SC_Müller 234
SD_Ramchurn 240
SE_Hudson 32
SFR_Alves 794
SF_Mascarenhas 2
SG_Lakhmani 593
SH_Huang 22
SH_Lee 85
SH_Paplu 795
SJ_Payne 296
SK_Card 796
SK_DMELLO 98
SK_DMello 98
SK_Das 718
SK_Gaikwad 329
SK_Ghosh 441
SK_Pathi 278
SK_Ötting 591
SL_Shishkin 797
SM_Al_Mahi 798
SM_Alarcao 799
SM_Anwar 713
SM_Anzalone 95
SM_Mavadati 292
SM_Veres 800
SM_zu_Borgsen 510
SP_Nandyala 801
SR_Ahmadzadeh 44
SR_Fanello 388
SS_Balasuriya 664
SS_Ge 156
SS_Kumar 802
SS_Liaw 703
SS_Sebo 571
ST_Karri 803
ST_Liong 804
SU_Lee 805
SYA_Ameen 806
SY_Chen 807
SY_Chung 808
SY_Okita 809
S_Agrawal 135
S_Akhtar 15
S_Al-Maadeed 780
S_Amershi 456
S_Andrist 32
S_Arevalo_Arboleda 810
S_Asghari-Esfeden 11
S_Ayal 32
S_Bakkes 371
S_Barbosa 141
S_Baskin 89
S_Bermudez_i_Badia 318
S_Bilal 773
S_Biundo 445
S_Bodiroža 274
S_Booth 617
S_Boring 296
S_Bødker 602
S_Canazza 308
S_Chandra 811
S_Chen 43
S_Cmentowski 281
S_Coradeschi 278
S_Costantini 812
S_Deb 813
S_Deterding 313
S_Devin 29
S_Di_Nuovo 208
S_Dubuisson 143
S_Durmuş_Tekir 814
S_Eimler 741
S_Elbeleidy 201
S_Essid 95
S_Fairclough 534
S_Faltaous 352
S_Fels 237
S_Fernando 36
S_Gabrielli 815
S_Ghiasi 6
S_Glasauer 29
S_Griffiths 816
S_Gruss 98
S_Hau_Chua 95
S_Herse 144
S_Holland 817
S_Hosio 648
S_Houben 818
S_Huang 27
S_Hui 156
S_Huot 690
S_Ilić 343
S_Ivaldi 95
S_Izadi 388
S_Janarthanam 260
S_Jang 590
S_Jentzsch 29
S_Jhaver 477
S_Joshi 819
S_Jung 820
S_Junk 821
S_Karakovskiy 2
S_Khalifa 43
S_Khorram 468
S_Kiesler 822
S_Kim 85
S_Koceski 823
S_Koelstra 11
S_Koldijk 465
S_Krishna 260
S_Kumar 307
S_Ljungblad 206
S_Lu 156
S_Lucey 129
S_Lugović 577
S_Lukosch 427
S_Luo 404
S_Mai 700
S_Mao 156
S_Marchesi 148
S_Marcos 824
S_Marcos-Pablos 825
S_Marsella 46
S_Mikhel 722
S_Mondal 294
S_Murali 514
S_Nath 32
S_Ni 95
S_Nielsen 818
S_Ntalampiras 826
S_PS 827
S_Parthasarathy 8
S_Pengnate 828
S_Petridis 11
S_Pink 829
S_Raffard 185
S_Ramakrishnan 830
S_Ren 831
S_Rosenthal 603
S_Rossi 44
S_Roy 798
S_Sabanović 254
S_Salawu 46
S_Saproo 607
S_Sarcar 832
S_Sasy 482
S_Scerri 655
S_Scherer 46
S_Schneider 107
S_Schutt 90
S_Schwarz 833
S_Seinfeld 0
S_Shan 156
S_Shen 571
S_Sherrin 107
S_Shojaeilangari 1
S_Siddharth 235
S_Silva 742
S_Stange 535
S_Stannus 257
S_Stirenko 3
S_Strohkorb_Sebo 571
S_Taheri 4
S_Thellman 207
S_Thill 481
S_Tripathi 282
S_Ultes 732
S_Vishwakarma 50
S_Wallkötter 98
S_Webber 90
S_Ye 540
S_Yeung 87
S_Yilmazyildiz 29
S_Zafeiriou 11
S_Zhalehpour 5
S_Zheng 700
S_Šabanović 107
TCK_Kwok 43
TC_Rabinowitch 168
TD_Parsons 75
TF_Bastos-Filho 393
TF_Santos 10
TM_Sezgin 475
TO_Meservy 677
TO_Zander 252
TP_Jung 235
TP_Moran 796
TR_Almaev 11
TR_Dillahunt 193
TS_Da_Silva 13
TW_Bickmore 661
T_Agcayazi 701
T_Arnold 201
T_Belpaeme 29
T_Bhattacharjee 466
T_Binder 473
T_Braud 648
T_Chakraborti 201
T_Christy 649
T_Dankert 16
T_Dingler 90
T_Feuchtner 0
T_Fong 107
T_Fröhlich 17
T_Gedeon 129
T_Giraud 734
T_Guha 8
T_Halverson 18
T_Huang 24
T_Inamura 42
T_Issa 19
T_Kadylak 20
T_Kari 43
T_Kiyokawa 29
T_Koulouri 423
T_Lin 408
T_Lorenz 21
T_Ma 23
T_McMahan 75
T_Nguyen 444
T_Pfister 168
T_Pun 11
T_Randhavane 151
T_Sanders 25
T_Santini 135
T_Schulz 618
T_Siméon 29
T_Umetani 26
T_Vandal 38
T_Vuletic 658
T_Weng 135
T_Xu 201
T_Yuan 27
T_Çakır 814
U_Acharya 251
U_Bhattacharya 151
U_Gadiraju 338
U_Güçlü 214
U_Krcadinac 758
U_Mahbub 30
VA_Prisacariu 159
VJ_Lawhern 75
VM_Patel 4
VWS_Tung 37
V_Abolins 601
V_Argyriou 550
V_Bloom 550
V_Charisi 254
V_Engen 39
V_Floerke 201
V_Juřík 45
V_Jyoti 47
V_Kamat 85
V_Kanal 304
V_Kaptelinin 350
V_Kostakos 302
V_Lim 272
V_Manfredi 11
V_Mitchell 829
V_Mocz 32
V_Murino 11
V_Mäkelä 49
V_Rajendran 588
V_Rozgić 53
V_Shih 607
V_Tikhanoff 148
V_Vanden_Abeele 437
V_Venek 46
V_Wilson 55
WA_Rogers 20
WC_De_Melo 110
WJ_Baddar 411
WP_Brinkman 574
WP_Chan 135
WR_Ford 56
WS_Chu 129
WY_Lee 571
W_Chen 38
W_Dai 315
W_Fuhl 135
W_Gu 95
W_Johal 64
W_Ju 43
W_Kamino 819
W_Li 32
W_Lin 763
W_Liu 75
W_Mou 458
W_Yang 265
W_Youyou 11
W_Zhang 95
XS_Wei 95
XZ_Tan 32
X_Bi 296
X_Chen 156
X_Gao 316
X_He 404
X_Hong 43
X_Hu 22
X_Jiang 156
X_Lei 323
X_Li 43
X_Liu 129
X_Luo 68
X_Ma 22
X_Peng 200
X_Qi 200
X_Sun 11
X_Wang 193
X_Wei 129
X_Wu 200
X_Yuan 91
X_Zhang 129
X_Zhou 43
YA_Méndez 73
YG_Jiang 27
YH_Chin 11
YH_Yang 11
YJ_Liu 129
YM_Huang 76
YP_Lin 235
YS_Sefidgar 84
Y_Aribi 249
Y_Attabi 110
Y_Cheng 22
Y_Cho 87
Y_Cohen 223
Y_Ding 129
Y_Duan 599
Y_Fan 587
Y_Fu 27
Y_Gao 95
Y_Ge 129
Y_Guo 22
Y_Hanoch 96
Y_He 46
Y_Kondo 643
Y_Kou 631
Y_Lim 555
Y_Long 87
Y_Lu 75
Y_Menguc 243
Y_Morales 107
Y_Rahulamathavan 43
Y_Rao 156
Y_Terzioğlu 107
Y_Wang 43
Y_Wu 129
Y_Xiao 250
Y_Yan 22
Y_Yang 75
Y_Yin 104
Y_Yue 129
Y_Zeng 700
Y_Zhao 22
Y_Zhu 156
ZE_Imel 108
ZQ_Mi 75
ZR_Khavas 44
Z_Aldeneh 468
Z_Halim 492
Z_Han 119
Z_Henkel 367
Z_Ju 156
Z_Li 43
Z_Lian 156
Z_Lv 156
Z_Serpell 620
Z_Shi 378
Z_Wen 615
Z_Yao 512
Z_Zafar 795
Z_Zhang 156
Z_Zhao 22
È_Pairet 260
ӦN_Yalcin 123
BL_Lu 75
EP_Scilingo 6
M_Wagner 129
KL_Koay 9
A_Routray 12
B_Scassellati 135
N_Bianchi-Berthouze 87
W_Deng 22
Q_Ji 156
V_Popovic 28
C_Oertel 2
A_Albarghouthi 33
LM_Gambardella 34
AM_Chiarelli 14
RW_Picard 38
A_Jacq 29
R_Cowie 46
C_Martinho 2
H_Fu 22
RCW_Phan 43
G_Layher 46
A_Wahab 48
MJ_Mataric 44
A_Agrawal 50
R_Leonardi 51
AK_Abdul-Hassan 52
J_Ahmad 54
T_Bickmore 57
R_Mortier 58
V_Sethu 129
H_Okada 59
I_Akli 60
K_Dimitropoulos 61
L_Findlater 62
SD_Khan 63
S_Jeschke 31
M_Dragone 64
J_Michael 148
P_Abrol 65
CY_Wang 66
MM_Trivedi 67
N_Epley 69
M_Tscheligi 70
M_Harrop 90
P_Le 129
CL_Papadelis 35
CT_Lin 75
C_De_Jong 78
JP_Turiel 79
GA_Papakostas 80
R_Buyya 81
S_Das 82
A_Cienki 83
D_Spelmezan 86
G_Weber 88
H_Sharp 89
W_Moncur 90
TA_Olugbade 92
J_Borenstein 93
A_Chua 36
B_Siciliano 94
N_Chhaya 15
G_Volpe 95
MC_Oveneke 156
S_Chernova 135
P_Lubos 97
D_De_Rossi 99
T_Senechal 38
HJ_Su 100
H_Partridge 101
G_Niemeyer 103
NM_Su 105
N_Hajarolasvadi 106
S_Baldassarri 11
C_Perin 109
A_Hadid 110
O_Lavrova 111
AP_del_Pobil 112
R_Raffaeli 113
W_Smith 90
JF_Gorostiza 114
A_Friberg 115
N_Novielli 116
P_Holme 117
S_Manitsaris 118
FAA_Cheein 120
S_Bobek 121
WW_Tu 122
T_Yamasaki 11
J_Sodnik 124
M_Thelwall 98
D_Masip 125
AK_Jain 126
N_Henze 128
Z_Yin 22
T_Seppänen 130
F_Li 156
M_Chetouani 95
N_Farah 131
EL_Van_Den_Broek 133
S_Garrido 134
L_Ma 156
J_Brich 136
W_Ruch 137
D_Chattopadhyay 138
Z_Sui 139
H_Hochheiser 141
A_Mertens 142
L_Prevost 143
R_Mostafa 146
N_Jain 147
M_Sugimoto 149
P_Walker 150
R_Sioni 152
A_Esposito 153
E_Roesler 154
CW_Ngo 155
S_Huda 156
A_Khan 40
EM_Camara 157
G_Ngai 43
D_Henrich 160
S_Kinkel 161
F_Sohel 87
K_Grechuta 162
A_Janowski 163
JC_Martin 164
A_Bonarini 165
JP_De_Ruiter 29
K_Pollmann 166
S_Meudt 46
T_Postmes 167
P_Robinson 168
H_Shakir 169
JJ_Meyer 170
NT_Vu 171
M_Kimoto 107
M_Safeea 172
KJ_Kuchenbecker 107
Y_Amirat 173
J_Ocumpaugh 98
K_Jokinen 174
A_Gelbukh 15
K_Weatherwax 175
AM_Steinfeld 32
M_Toussaint 176
M_Premaratne 177
R_Cuijpers 178
A_Etemad 179
A_Aditomo 98
A_Pardo 98
R_Patibanda 181
J_Vassileva 182
HJ_Lee 183
S_Lazem 184
A_Billard 185
F_Doctor 186
MJ_Matarić 44
J_Villalba 187
L_Sbattella 188
J_Lin 189
Y_Hagiwara 190
D_Geiskkovitch 191
IK_Lee 192
AYC_Nee 193
EJC_Lobato 145
G_Saha 194
B_Wadhwa 196
HJ_Escalante 122
R_Chellali 197
T_Oron-Gilad 198
F_Muñoz-Leiva 199
J_Shah 32
A_Cohen 90
H_Ling 27
M_Preuss 202
W_Rosenstiel 204
V_Venkatesh 205
W_Barendregt 206
T_Ziemke 207
W_Gao 24
D_Gatica-Perez 209
JS_Pan 210
M_Danelljan 187
JA_Shah 107
SH_Hsu 211
M_Cebrian 212
J_Hernandez_Rivera 213
O_Sourina 22
BE_Shi 201
V_Rao_Naidu 215
J_Piater 216
A_Alhadlaq 217
A_Bilberg 218
A_Semsar 219
D_Kulić 29
NS_Thakoor 220
M_Göktürk 221
RL_Peiris 222
S_Yuan 224
S_Tabibian 225
N_Costen 226
AL_Kun 227
R_Gelin 228
K_Rodil 140
B_Wrede 229
AM_der_Pütten 230
J_Garcia 231
N_Cira 232
S_Ghanbari 233
A_Albu-Schäffer 95
T_Fritz 234
TJ_Sejnowski 235
MA_Gerosa 236
ZE_Warren 101
MJ_Lyons 237
M_Shah 238
EI_Barakova 239
JN_Bailenson 133
J_Fischer 240
E_Wiese 241
R_Bernardini 242
H_Knight 243
M_Elzobi 98
D_Vyas 244
G_Alenya 245
Y_Rogers 246
SC_Eimler 247
A_Canossa 248
AM_Alimi 249
D_Thalmann 250
BA_Duncan 251
K_Verbert 253
T_Ogata 254
I_Chen 255
A_Hazzard 58
RE_Grinter 58
P_Cairns 313
A_Tapus 201
PE_Keller 148
U_Merlone 258
E_Gedik 259
H_Hastie 260
N_Akshay 260
J_Hoey 129
M_Pietikäinen 129
S_Yahyanejad 261
SS_Srinivasa 135
JA_Fails 263
V_Bucinskas 264
X_Lin 571
D_Fox 265
A_Cordier 266
A_Ude 267
F_Giuliani 268
I_Dokas 269
B_Arnrich 270
A_DCunha 271
ES_Cross 272
U_Hasebrink 273
C_Röcker 253
GB_Huang 15
YFBA_Gaus 87
E_Lucet 274
Y_Edan 274
N_Omheni 275
A_Ronzhin 276
S_Yildirim 277
A_Remazeilles 279
M_Szwoch 280
K_Emmerich 281
C_Singh 282
G_King 283
S_Levy-Tzedek 284
K_Crockett 285
M_Xenos 286
R_Paredes 287
A_Soranzo 208
A_Riener 288
M_Mavadati 38
F_Hwang 289
N_Oliver 290
P_Zanuttigh 291
A_Katsamanis 8
S_Narayanan 8
M_Kranz 293
JS_Prasad 294
A_Kosir 295
M_Di_Maro 9
A_Howes 296
C_Antunes 2
K_Karpouzis 2
T_Ribeiro 2
K_Marias 297
R_Gutierrez-Osuna 298
HAS_Kim 299
JA_Becerra 300
M_Ruggeri 301
G_Roussos 302
N_Somani 303
M_Kyrarini 304
S_Spaulding 29
WJ_Niessen 305
L_Tirabeni 306
P_Mukherjee 307
SL_Müller 31
G_De_Poli 308
RH_Laskar 310
D_Swords 64
Z_Zhexenova 64
A_Goswami 148
Y_Nagai 148
R_Mashinchi 312
R_Harper 313
M_Yim 314
C_Rosé 32
M_Desai 32
D_Heylen 11
E_Sharlin 180
A_Doulamis 317
F_Liarokapis 318
K_Spiel 70
R_Sabbagh_Novin 319
Y_Uranishi 320
JP_Thiran 321
EC_Collins 89
J_Paradiso 71
S_Nanyakkara 71
R_Tieben 322
SY_Dong 324
N_Pares 325
AF_Monk 326
C_Turner 327
K_Lukander 328
P_Yannawar 329
M_Mortillaro 46
Z_Rysbek 330
R_Al_Rihawi 331
B_Çürüklü 332
F_Stulp 333
N_Ielpo 334
JM_Conrad 335
G_Sziebig 336
Y_Yu 337
P_Siehndel 338
A_Martinez-Rodrigo 339
M_Agrawala 340
MH_Mahoor 292
C_Hansen 72
LE_Nacke 72
RYK_Kwok 22
F_Šuligoj 341
HJ_Kim 342
S_Feuerriegel 343
V_Nitsch 344
F_Pianesi 345
K_Kalimeri 345
L_Boccanfuso 27
P_Van_Allen 346
K_Neureiter 347
S_Brad 348
JC_Lester 7
E_Şahin 107
M_Sridharan 349
DJ_Patterson 350
R_Egger 351
CE_Hughes 168
S_Geisler 352
D_Pargman 353
B_van_de_Laar 354
M_Poel 354
F_Sivrikaya 355
BA_Urgen 356
T_Almaev 46
G_Mark 357
S_Jacobs 74
T_Park 129
H_Lin 358
L_Fei-Fei 359
M_Heričko 360
D_Kamińska 361
I_Ofodile 361
MA_Klados 35
S_Makeig 362
ÁA_Orozco 363
J_Heer 364
B_Añorbe-Díaz 365
JP_Hwang 76
MH_Su 76
DJ_Kim 366
K_Baugus 367
S_Anreddy 367
RAF_Romero 368
AA_Economides 369
N_Drougard 370
S_Whiteson 371
SS_Narayanan 372
MF_Costabile 373
K_Yogeeswaran 40
DS_Fraser 374
JE_Cedergren 375
G_Ragusa 107
Z_Callejas 95
G_Angelova 376
R_Smith 377
J_Sattar 379
GJM_Kruijff 380
K_Essenmacher 85
R_Srinivasan 381
D_Bianchi 14
S_Levine 382
D_Bonnet 383
D_Randall 384
LS_García 385
M_Petre 386
S_Price 387
L_Petrich 156
D_Kim 388
KP_Wei 389
A_Knoll 29
M_Rickert 29
SJ_Roncal 390
I_Torre 391
KN_Kaipa 392
A_Thieme 90
S_Brewster 90
M_Hachet 354
S_Smeureanu 394
I_Mariolis 395
S_De_Lusignan 396
KK_Ang 48
B_Berger 397
S_Schlund 398
J_Valacich 399
M_Kosinski 11
SMS_Hasan 400
A_Huckauf 401
G_Zhou 22
N_Haber 402
Y_Rui 404
KM_Kitani 405
S_Sheiki 406
ST_Tong 407
HA_Rocha 408
T_Isenberg 409
J_Park 410
J_Jang 411
HJ_Yang 412
R_Fogh 413
CS_Ang 414
EB_Blackford 415
JR_Estepp 415
Z_Fitz-Walter 416
MK_OMalley 417
J_Teevan 418
WD_Smart 44
CK_Loo 419
EM_Peck 420
P_Isokoski 421
G_Kurillo 422
RD_Macredie 423
E_Horvitz 32
A_Pimenta 424
JC_Augusto 424
M_Leo 425
L_Gao 27
A_Morales-Tellez 426
J_Favela 426
F_Brazier 427
D_Reidsma 254
B_Eggen 428
D_Holz 429
GJ_McKeown 98
AR_Wagner 44
A_Ekbal 15
K_Moustakas 430
S_Delplanque 431
T_Selker 432
T_Schultz 433
HR_Lee 337
P_Dillenbourg 29
H_Yang 87
M_Spezialetti 434
N_Otero 435
A_Raouzaiou 11
T_Kawahara 32
NA_Stanton 438
E_André 2
S_Walter 98
D_Unbehaun 439
VK_Singh 440
RK_Tripathy 441
E_Jun 38
R_Calvo 38
R_Raskar 38
A_Manolova 442
A_Light 443
B_Dao 444
M_Múnera 29
M_Lochner 446
L_Loke 447
Y_Huang 448
T_Hollerer 450
P_Tsiamyrtzis 451
MM_Cheng 32
K_Desormeaux 29
D_Goedicke 309
I_Sharf 452
M_Gelautz 453
A_McLean 454
DA_Szafir 201
HB_Amor 201
M_Andujar 455
C_Miao 2
A_Zell 135
A_Fourney 456
M_Manic 457
E_Mower 75
S_Gordon 75
J_Goslin 458
G_Cheng 156
E_Rose 459
JH_Kim 460
PM_Velasco 461
K_Feng 462
VWC_Chang 463
G_Laput 32
A_Marin-Hernandez 464
R_Scalise 466
DH_Milone 467
G_Essl 468
A_Rostami 469
RR_Bhavani 470
C_Patsakis 471
F_Lingenfelser 46
K_Langlois 472
M_Lamb 148
T_Sokoler 473
S_Bandyopadhyay 15
L_Wathieu 107
GAG_Ricardez 29
RH_Cuijpers 474
Y_Yemez 475
M_Bordegoni 476
A_Bruckman 477
MB_Lopez 110
A_Bischof 478
