,author,community
2889,Yang_Gao_0001,4
2890,Kianoush_Nazarpour,4
2891,Iro_Armeni,45
2892,Michal_Neoral,65
2893,Steven_Hogue,436
2894,Xiaohu_Guo,436
2895,Wen_Huang,437
2896,Lu_Zhang_0021,437
2897,Takafumi_Aoki,426
2898,Le_Hui,32
2899,Xintao_Wu,437
2900,Kenneth_Goodrich,5
2901,Ion_Ivan,438
2902,Cristian_Ciurea,438
2903,Daniel_Milodin,438
2904,Jing_Huo,4
2905,Wenbin_Li_0002,268
2906,Gabriel_J._Brostow,268
2907,Wenbin_Li,439
2908,Peter_Hall_0001,439
2909,Steve_Peterson,242
2910,Firoj_Alam,242
2911,Wen_Li_0001,440
2912,Lixin_Duan,440
2913,Steve_Schneider,16
2914,Lee_J._Corrigan,22
2915,Ginevra_Castellano,22
2916,Madhukar_Budagavi,436
2917,Wen_Liu,441
2918,Wenxuan_Liu,441
2919,Shengwu_Xiong,441
2920,Saifeng_Ni,436
2921,Hiroshi_Ninomiya,442
2922,Takeshi_Kamio,442
2923,Canqian_Yang,419
2924,Xiao-Yuan_Jing,147
2925,Ling_Shao_0001,147
2926,Siming_Fu,339
2927,Luisa_Hernández,443
2928,Fabio_Martínez,443
2929,Luka_Cehovin_Zajc,65
2930,Longhan_Cao,88
2931,Zhizhong_Zhang,88
2932,Longguang_Wang,444
2933,Zaiping_Lin,444
2934,Hanyi_Wang,445
2935,Shilin_Wang,445
2936,Yulan_Guo,444
2937,Minsong_Ki,28
2938,Wonyoung_Lee_0004,28
2939,Hanzhi_Chen,4
2940,Loong_Fah_Cheong,36
2941,Jiangbo_Lu,36
2942,Xun_Xu,36
2943,Hang_Xu,335
2944,Xiaodan_Liang,335
2945,Hanxiao_Jiang_0001,45
2946,Hanxi_Yin,391
2947,Lorena_Gayarre_Pena,446
2948,Nicolas_Martin,446
2949,Loren_Arthur_Schwarz,4
2950,Xiao-yu_Song,55
2951,Xinpu_Deng,444
2952,Hanzhong_Zheng,447
2953,Xiangmin_Zhou,447
2954,Wei_An,444
2955,Long_Mai,16
2956,Michael_A._Alcorn,16
2957,Minoru_Sasaki,448
2958,Waweru_Njeri,448
2959,Long_Chen_0024,449
2960,Chong_Shang,449
2961,Ye_Qian,198
2962,Ryutaro_Miyabe,448
2963,Jiahao_Shi,198
2964,Xianyi_Zhu,450
2965,Zheng_Qin_0001,450
2966,Llukman_Cerkezi,4
2967,Givi_Meishvili,4
2968,Adam_Bielski,4
2969,Jin_Yuan,450
2970,Hao_He_0011,451
2971,Nir_Shavit,451
2972,Sixiang_Chen,452
2973,Yi_Ye,452
2974,Yi-Chang_James_Tsai,99
2975,Jinbin_Bai,452
2976,Simian_Luo,268
2977,Matej_Kristan,65
2978,Hao-Chiang_Shao,11
2979,Chia-Wen_Lin,11
2980,Tomás_Vojír,65
2981,Kang-Yu_Liu,11
2982,Erkang_Chen,452
2983,Guodong_Guo,268
2984,Minseok_Kim,309
2985,Lorenzo_Masia,453
2986,Nestor_Nava_Rodriguez,453
2987,Hanhe_Lin,454
2988,Olivier_Teytaud,454
2989,Hanif_Arief_Wisesa,244
2990,Xiao_Yan_0006,455
2991,Yibo_Fan,455
2992,Rentao_Wan,455
2993,Ming-e_Jing,455
2994,Xiao_Yan,42
2995,Yang_Lu,42
2996,Sanyuan_Zhang,42
2997,Hanna_Kurniawati,456
2998,Dirk_P._Kroese,456
2999,Hannah_Halin_Kim,423
3000,Juncheng_Shuai,42
3001,Pietro_G._Morasso,453
3002,Mireille_Bétrancourt,17
3003,Mariia_Zameshina,454
3004,Jérémy_Rapin,454
3005,Sitong_Chen,124
3006,Xudong_Liu,124
3007,Sean_Culatana,301
3008,Roshan_Sumbaly,301
3009,Zhenguo_Li,335
3010,Hang_Yang,2
3011,Yunda_Sun,124
3012,Lori_Lamel,35
3013,Xiao_Zhang_0015,457
3014,Xiuzhen_Cheng_0001,457
3015,Sitong_Wu,458
3016,Shengwei_Tian,458
3017,Yizhe_Ma,458
3018,Psiche_Giannoni,453
3019,Mirella_Hladký,17
3020,Minuk_Ma,310
3021,Sebastian_Farquhar,96
3022,Karl_Pertsch,45
3023,Matthias_Nießner,45
3024,Hansin_Ahuja,22
3025,Kokil_Jaidka,22
3026,Lynnette_Hui_Xian_Ng,22
3027,Varun_Jampani,45
3028,Sebastian_Georg_Soyer,237
3029,Maximilian_Christian_Staab,237
3030,Hanwen_Hu,67
3031,Justus_Thies,45
3032,Eric_Brachmann,45
3033,Maura_Casadio,453
3034,Xiao_Sun_0003,459
3035,Fuji_Ren,459
3036,Changqin_Quan,459
3037,Giulio_Sandini,453
3038,Hannu_Karvonen,460
3039,Pertti_Saariluoma,460
3040,Xiao_Liu,461
3041,Xiaopeng_Zhang_0001,461
3042,Tuomo_Kujala,460
3043,Yun_Liu_0002,452
3044,Silvio_Giancola,19
3045,Bernard_Ghanem,19
3046,Kojiro_Matsushita,448
3047,Xiangru_Lin,115
3048,Luke_Ditria,11
3049,Benjamin_J._Meyer_0001,11
3050,Luke_E._Richards,462
3051,Cynthia_Matuszek,462
3052,Edward_Raff,462
3053,Francis_Ferraro,462
3054,Liujie_Hua,463
3055,Yiqi_Ou,463
3056,Snehi_Jyoti,464
3057,Snehi_Manish,464
3058,Sudha_Goyal,464
3059,Snigdha_Saha,465
3060,Marcus_Rim,465
3061,Liu_Yong,23
3062,Sofia_Broomé,466
3063,Hedvig_Kjellström,466
3064,John_Folkesson,466
3065,Sijin_Kim,467
3066,Namhyuk_Ahn,467
3067,Seiya_Ito,468
3068,Kouzou_Ohara,468
3069,Kazuhiko_Sumi,468
3070,Siyuan_Liu,268
3071,Minh_N._Do,16
3072,Hao_Wang,129
3073,Dayong_Ding,129
3074,Silvia_Monica_Feraru,15
3075,Ruben_Schlagowski,17
3076,Seiichi_Harata,469
3077,Takuto_Sakuma,469
3078,Yikai_Wang_0002,268
3079,Hao_Wang_0014,451
3080,Yonglong_Tian,451
3081,Seigo_Kaji,470
3082,Takeshi_Shima,470
3083,Shohei_Kato,469
3084,Naoshi_Kaneko,468
3085,Selma_Yilmazyildiz,5
3086,Bram_Vanderborght,5
3087,Guanbin_Li,115
3088,Litu_Rout,471
3089,Rama_Krishna_Sai_Subrahmanyam_Gorthi,471
3090,Hao_Zhu,472
3091,Neil_Martin_Robertson,472
3092,Priya_Mariam_Raju,471
3093,Deepak_Mishra_0002,471
3094,Xiang_Wu,472
3095,Yang_Yuan,472
3096,Antonio_Robles-Kelly,42
3097,Qi_Zhang_0029,42
3098,Xiaoming_Sun,42
3099,Litong_Feng,147
3100,Haobo_Jiang,32
3101,Guosheng_Hu,472
3102,Yanghua_Xiao,129
3103,Osmar_R._Zaïane,129
3104,David_Henderickx,5
3105,Kyung-Ah_Sohn,467
3106,Hao_Zeng,473
3107,Yi_Zeng,473
3108,Yijun_Liu,473
3109,Lukás_Chrpa,81
3110,Pavel_Rytír,81
3111,Lili_Mou,129
3112,Hao_Zhou,36
3113,Hai_Huang_0004,36
3114,Lu_Qi,36
3115,Xu_Yang_0004,36
3116,Zhaoliang_Wan,36
3117,Minha_Lee,15
3118,Minki_Hong,264
3119,Wayne_Wu,28
3120,Xianjin_Zhu,474
3121,Xudong_Zheng,474
3122,Qiyuan_Zhang,474
3123,Bin_Liang_0001,474
3124,Xianjin_Chao,129
3125,Yanrui_Bin,129
3126,Chen_Qian_0006,28
3127,Hao_Liu,394
3128,Dong_Li_0025,394
3129,Jinzhang_Peng,394
3130,Lu_Tian,394
3131,Joseph_P._Robinson,28
3132,Qingjie_Zhao,394
3133,Yu_Liu_0036,474
3134,Zhang_Chen,474
3135,Siyin_Kong,136
3136,Seeram_Sowmya,475
3137,Avinash_Thakur,475
3138,Lizhe_Liu,28
3139,Xiaohao_Chen,28
3140,Changhyun_Park,264
3141,Xianming_Liu,67
3142,Junjun_Jiang,67
3143,Siyang_Li,124
3144,Liyu_Lin,476
3145,Qianqing_Qin,476
3146,Sehyeon_Park,264
3147,Ming-Sui_Lee,124
3148,Ping_Zhu,136
3149,Qian_Yang,136
3150,Xing_Xie,476
3151,Yi_Shan,394
3152,Xiangxiang_Chu,477
3153,Bo_Zhang_0046,477
3154,Hao_Sheng_0001,478
3155,Zhang_Xiong_0001,478
3156,Haruki_Matono,470
3157,Xiangyu_Jia,282
3158,Masayuki_Takemura,470
3159,Xiangyang_Guo,479
3160,Zeren_Zhang,479
3161,Jinwen_Ma,479
3162,Yang_Liu_0088,478
3163,Wei_Ke_0001,478
3164,Shuai_Wang_0027,478
3165,Hao_Lu_0003,77
3166,Lingxiao_Hang,77
3167,Xiangyu_Yue,293
3168,Hao_Luo_0004,185
3169,Yun_Fu_0001,28
3170,Wei_Jiang_0009,185
3171,Xuan_Zhang,185
3172,Hao_Ma,480
3173,De-Chuan_Zhan,480
3174,Robert_D._Nowak,301
3175,Peter_Bailis,301
3176,Xiaohui_Wang_0014,481
3177,Shida_Xu,481
3178,Sen_Wang_0002,481
3179,Mohamed_Daoudi,5
3180,Anis_Kacem_0001,5
3181,Simon_Lynen,482
3182,Michael_Bosse,482
3183,Xiaohui_Bei,104
3184,Xinhang_Lu,104
3185,Warut_Suksompong,104
3186,Paul_Timothy_Furgale,482
3187,Roland_Siegwart,482
3188,Mohamed_Elhoseiny,56
3189,Francesca_Babiloni,56
3190,Haidong_Ding,483
3191,Fengying_Xie,483
3192,Yue_Zi,483
3193,Xiaohui_Yuan,28
3194,Shengjin_Wang,16
3195,Simon_Radhakrishnan,7
3196,Hailong_Ma,477
3197,Haipeng_Ming,424
3198,Lu_Zhu,484
3199,Chongyun_Wang,484
3200,Haiqing_Hu,485
3201,Jinyang_Li,485
3202,Xiaomei_Zhao,485
3203,Chongming_Bao,484
3204,Bing_Kong,484
3205,Zhilan_Hu,67
3206,Simon_Thompson,486
3207,Seiichi_Mita,486
3208,Mohamad_Shahbazi,38
3209,Xiaohan_Yuan,28
3210,Yinsu_Zhu,28
3211,Fu_Feng,28
3212,Cong_Liu,28
3213,Jiang_Zhu,484
3214,Haipeng_Chen_0001,42
3215,Nikhil_Behari,42
3216,Lihua_Zhou,484
3217,Scott_A._Read,372
3218,Hainan_Cui,134
3219,Xiaohu_Zheng,487
3220,Wen_Yao,487
3221,Ondrej_Suchý,205
3222,Lubor_Ladicky,42
3223,Xiaoheng_Jiang,132
3224,Qidong_Liu,132
3225,Pichao_Wang,132
3226,Mingliang_Xu,132
3227,Milind_Tambe,42
3228,Annamalai_Lakshmanan,486
3229,Marcus_Rohrbach,56
3230,Jürgen_Sturm,237
3231,Guy_Ben-Yosef,488
3232,Andrei_Barbu,488
3233,Luca_Giulio_Brayda,217
3234,Jean-Guy_Fontaine,217
3235,Gwangjin_Ju,489
3236,Donggun_Lee,489
3237,Gyeongha_Hwang,489
3238,Jee_Hyun_Paik,489
3239,Seungyong_Lee_0001,489
3240,Yeongcheol_Choi,489
3241,Sayan_Ranu,490
3242,Amitabha_Bagchi,490
3243,Scott_A._Green,376
3244,J._Geoffrey_Chase,376
3245,Xiaokun_Wu_0001,32
3246,Adriana_Tapus,35
3247,Luciana_Pennant,22
3248,Justin_T._Baker,22
3249,Guoxia_Wang,44
3250,Elizabeth_S._Liebson,22
3251,Mohammad-Ali_Basiri,20
3252,Michel-Ange_Amorim,35
3253,Gurkirt_Singh,121
3254,Arjan_Kuijper,237
3255,Luca_Oneto,17
3256,Davide_Anguita,17
3257,Mark_Billinghurst,376
3258,Randy_Stiles,376
3259,Mohamed_Hasan,28
3260,Hadrien_Combaluzier,9
3261,Xiaojing_Zhang,5
3262,Luca_Bonfiglioli,4
3263,Nicola_Fioraio,4
3264,Xiaojie_Zhao,55
3265,Shidong_Wang,55
3266,Marco_Toschi,4
3267,Davide_Silvestri,4
3268,Daniele_De_Gregorio,4
3269,Samuel_Albanie,32
3270,Xiaojun_Wu_0001,491
3271,Ziheng_Chen,491
3272,Tianyang_Xu,491
3273,Josef_Kittler,491
3274,Scott_Richardson,376
3275,Xiaojun_Kuang,492
3276,Wenxia_Xi,492
3277,Triantafyllos_Afouras,32
3278,Hacer_Yalim_Keles,19
3279,Mohamed_M._Sabry_Aly,77
3280,Vijay_Chandrasekhar_0001,77
3281,Mohamed_Ilyes_Lakhal,11
3282,Oswald_Lanz,11
3283,Fabio_Poiesi,11
3284,Davide_Boscaini,11
3285,Andrea_Cavallaro,11
3286,Haiyang_Wang,88
3287,Jie_Lei_0002,88
3288,Xiaochuan_Zhang,493
3289,Xin_Zhou,493
3290,Simone_Tognetti,22
3291,Gautam_Shroff,30
3292,Xinghuo_Yu_0001,20
3293,Joshua_A._Marshall,45
3294,I._Zeki_Yalniz,301
3295,Matei_Zaharia,301
3296,Xiaochun_Yang_0001,447
3297,Hanchen_Xiong,58
3298,Justus_H._Piater,58
3299,Chong_Xi,447
3300,Sándor_Szedmák,58
3301,Bin_Wang_0015,447
3302,Lucy_Rutherford,17
3303,Gawain_Morrison,17
3304,Loïc_Simon,9
3305,Simone_Melzi,237
3306,Umberto_Castellani,237
3307,Xiaodong_Yang,36
3308,Lu_Mi,451
3309,Luigi_Oliva,94
3310,Maria_Grazia_Celentano,94
3311,Pietro_Vecchio,94
3312,Lu_Liu,131
3313,Shaodi_You,131
3314,Thomas_Vaessen,7
3315,Hang_Dai,494
3316,Roderick_Murray-Smith,494
3317,Han_Hao,413
3318,Ashwin_Srinivasan_0001,30
3319,Luis_Carlos_Guayacán,443
3320,Frederick_W._B._Li,44
3321,Chunjing_Xu,335
3322,Siqi_Yang_0001,495
3323,Arnold_Wiliem,495
3324,Xiaobin_Zhu_0001,496
3325,Zheng_Han,496
3326,Xu-Cheng_Yin,496
3327,Jingyan_Qin,496
3328,Brian_C._Lovell,495
3329,Lin_Wu_0001,495
3330,Chun_Yang,496
3331,Louis-Guy_Dicaire,92
3332,Claudia_Hernández,443
3333,Siqi_Liu,42
3334,David_Dagan_Feng,42
3335,Luis-Felipe_Rodríguez,497
3336,Gregorio_García,497
3337,Hang_Du,125
3338,Xuejun_Yan,125
3339,Sina_Shafaei,498
3340,Alois_C._Knoll,498
3341,Félix_Ramos_0001,497
3342,Mingliang_Li,493
3343,Jun_Wang_0070,493
3344,Tahir_Hacizade,498
3345,Kai_Wang,44
3346,Mengqi_Zhang,413
3347,Simone_Ceriani,116
3348,Hallee_E._Wong,434
3349,Hajar_Sadeghi_Sokeh,15
3350,Paolo_Remagnino,15
3351,Vasileios_Argyriou,15
3352,Rin-Ichiro_Taniguchi,2
3353,Scott_Sorensen,55
3354,Halim_Hicheur,499
3355,Alain_Berthoz,499
3356,Hideki_Kadone,499
3357,Julie_Grèzes,499
3358,Dorothy_Monekosso,15
3359,Haiying_Liu,500
3360,Heng_Zhang,500
3361,Bowen_Yang,500
3362,Meng_Jian,500
3363,Haizhou_Ai,449
3364,Scott_Nowson,501
3365,Jon_Oberlander,501
3366,Haiyong_Zheng,502
3367,Bing_Zheng,502
3368,Nan_Wang_0013,502
3369,Emmanuel_Antonio_Cuevas,434
3370,Simone_Ghisio,17
3371,Simone_Hantke,15
3372,Wayne_Treible,55
3373,Han-Kai_Hsu,16
3374,Chen_Fang,16
3375,Han_Chen,503
3376,Bin_Li_0011,503
3377,Yuzhen_Lin,503
3378,Nannan_Zou,324
3379,Miska_M._Hannuksela,324
3380,Osman_Akar,434
3381,Kelly_D._Sherbondy,55
3382,Philip_Saponaro,55
3383,Béatrice_de_Gelder,17
3384,Emre_Aksu,324
3385,William_L._Raffe,20
3386,Lin_Kong,424
3387,Wei_Sun,424
3388,Hieu_H._Pham,504
3389,Minh_Do,504
3390,Phi_Le_Nguyen,504
3391,Thanh-Hung_Nguyen,504
3392,Hongying_Liu,424
3393,Fanhua_Shang,424
3394,Lin_Gu_0003,4
3395,Art_Subpa-Asa,4
3396,Liming_Zhu_0003,343
3397,Madhav_Aggarwal,505
3398,R._Leela_Velusamy,505
3399,Yuanyuan_Liu_0001,424
3400,Helmut_Mayer_0001,335
3401,Daniel_Scharstein,335
3402,Ming_Wang,4
3403,Xin_Yu_0002,4
3404,Xavier_Mateo,507
3405,Yashin_Dicente,507
3406,Lin_Qiao,508
3407,Shuo_Chen,508
3408,Xavier_Binefa,507
3409,Xavier_Le_Pallec,509
3410,Raphaël_Marvie,509
3411,Hideaki_Uchiyama,2
3412,Jean-Claude_Tarby,509
3413,Maciej_Behnke,510
3414,Bartosz_Perz,510
3415,Hideharu_Ohsugi,182
3416,Daisuke_Nagasato,182
3417,Dominika_Kunc,510
3418,Joanna_Komoszynska,510
3419,Przemyslaw_Kazienko,510
3420,Shunli_Zhang,4
3421,Lincheng_Li,4
3422,Wuyang_Li,129
3423,Yixuan_Yuan,129
3424,Liliane_Momeni,32
3425,Lili_Zhao,511
3426,Xi_Liu,511
3427,Jianwen_Chen,511
3428,Asuka_Noguchi,182
3429,Hirotaka_Tanabe,182
3430,Lili_Tao,512
3431,Sean_J._Moran,512
3432,Shoto_Adachi,182
3433,Rohan_Saphal,512
3434,Fran_Silavong,512
3435,Srikrishna_Karanam,36
3436,Hirokatsu_Kataoka,513
3437,Yutaka_Satoh,513
3438,Ryosuke_Yamada,513
3439,Hinda_Haned,304
3440,Xiwen_Yao,129
3441,Xinyu_Liu,129
3442,Jiande_Sun,4
3443,Beibei_Lin,4
3444,Nakamasa_Inoue,513
3445,Hiroaki_Yaguchi,514
3446,Kei_Okada,514
3447,Masayuki_Inaba,514
3448,Akio_Nakamura,513
3449,Asato_Matsumoto,513
3450,Eisuke_Yamagata,513
3451,Kazushige_Okayasu,513
3452,Soyun_Choi,186
3453,Yu_Liu,4
3454,Mingfei_Cheng,515
3455,Yang_Wang,515
3456,Xi_Yin_0001,129
3457,Xiaoming_Liu_0002,129
3458,Sounak_Dey,396
3459,Anjan_Dutta_0001,396
3460,Bruno_Avignon,500
3461,Sébastien_Lefèvre,500
3462,Élisa_Fromont,500
3463,Minghao_Liu_0001,516
3464,Jian_Zhang_0001,516
3465,Feifei_Ma,516
3466,Henning_Zimmer,38
3467,Ye_Xi,515
3468,Ying_Tai,129
3469,Yuge_Huang,129
3470,Minghui_Chen,147
3471,M._Salman_Asif,517
3472,Zhan_Ma,517
3473,Payam_Aghaei_Pour,79
3474,Soumya_Ranjan_Sahoo,518
3475,Gaurav_Pandey_0004,518
3476,Heiko_Hirschmüller,335
3477,Fengxiang_He,147
3478,Cheng_Wen,147
3479,Linda_G._Shapiro,519
3480,Barbara_Mones,519
3481,Sepehr_Sameni,4
3482,Minghao_Yang,113
3483,Peng_Chen,515
3484,Lin_Zhang_0014,520
3485,Yongning_Zhu,520
3486,Lin_Wan,521
3487,Yiming_Hu,521
3488,Hernan_Carrillo,4
3489,Xi_Laura_Cang,522
3490,Karon_E._MacLean,522
3491,Hailey_Mah,522
3492,Jiashi_Feng,521
3493,Hesam_Sagha,15
3494,Xi_Huang_0002,11
3495,Li_Cui,11
3496,Ming_Yang_0014,379
3497,Heyan_Ding,207
3498,Heysem_Kaya,523
3499,Albert_Ali_Salah,523
3500,M._de_Goede,15
3501,Hezerul_Abdul_Karim,67
3502,John_See,67
3503,Nelleke_C._van_Wouwe,15
3504,Sidong_Liu,42
3505,Laura_Rodgers,522
3506,Bochen_Wang,515
3507,Feigege_Wang,515
3508,Ying_Shen_0005,520
3509,Henrik_Aanaes,58
3510,Dirk_Kraft,58
3511,Henrique_Weber,275
3512,Donald_Prévost,275
3513,Henry_Howard-Jenkins,524
3514,Shuda_Li,524
3515,Victor_Prisacariu,524
3516,Hiroki_Sakuma,130
3517,Oncel_Tuzel,42
3518,Lige_Liu,356
3519,Ran_Cheng,356
3520,Jianxiong_Xiao,42
3521,Jürgen_Gall,193
3522,Reinhard_Klette,193
3523,Hongbo_Pan,155
3524,Yuyan_Chen,155
3525,Witold_Oleszkiewicz,525
3526,Karol_J._Piczak,525
3527,Peter_Kairouz,525
3528,Ram_Rajagopal,525
3529,Woan-Shiuan_Chien,26
3530,Hong_Chen,313
3531,Ya-Tse_Wu,26
3532,Yifei_Huang,313
3533,Shreya_G._Upadhyay,26
3534,Stanislaw_Saganowski,510
3535,Tomasz_Trzcinski,525
3536,Fay_Huang,193
3537,Jingkuan_Song,55
3538,Xing_Xu_0001,55
3539,Stefan_Ellmauthaler,81
3540,Markus_Krötzsch,81
3541,Honglei_Zhang,324
3542,Francesco_Cricri,324
3543,William_Yang_Wang,7
3544,Hongsheng_Li_0001,239
3545,Dahua_Lin,239
3546,William_Loveday,20
3547,Jason_P._Connor,20
3548,Stefan_Hauswiesner,45
3549,Johann_Prankl,16
3550,Seongsu_Ha,347
3551,Yale_Song,7
3552,Lichao_Xiao,526
3553,Zhifeng_Liu,526
3554,Hongcheng_Mo,527
3555,Jianfei_Jiang_0001,527
3556,Hongchao_Lu,239
3557,Zeping_Li,239
3558,Dong_Yin,527
3559,Jingjun_Tian,527
3560,Pengyu_Dong,527
3561,Qin_Wang_0009,527
3562,Stephan_Mennicke,81
3563,Stefan_Franke,17
3564,Hongfei_Zhou,179
3565,Willibald_Ruch,17
3566,Yoshinori_Konishi,130
3567,Ming_Lei,528
3568,Jun_Shen_0001,528
3569,Hiroshi_Fukui,13
3570,Yuji_Yamauchi,13
3571,Yuu_Kato,13
3572,Lijuan_Wang,36
3573,Zicheng_Liu_0001,36
3574,Ehsan_Adeli_0001,193
3575,Serge_Debernard,529
3576,Igor_Crévits,529
3577,Wonkyo_Seo,202
3578,Lijian_Li,530
3579,Yunhe_Zhang,530
3580,Aiping_Huang,530
3581,Lihuo_He,531
3582,Xinbo_Gao_0001,531
3583,Wen_Lu,531
3584,Takahiro_Ito,2
3585,Wonbin_Kweon,532
3586,SeongKu_Kang,532
3587,Hwanjo_Yu,532
3588,Rui_Zhao,528
3589,Takanori_Ogata,13
3590,Ryo_Matsui,13
3591,Wout_Schellaert,533
3592,Fernando_Martínez-Plumed,533
3593,Ming_Meng,534
3594,Zhong_Zhou,534
3595,Srinath_Sridhar_0002,32
3596,Ken_Prepin,15
3597,Siddique_Latif,535
3598,Muhammad_Bilal_0005,535
3599,Mahdi_Namazifar,536
3600,Dilek_Hakkani-Tür,536
3601,Junaid_Qadir_0001,535
3602,Peng_Zhi,528
3603,Stanislav_Pidhorskyi,197
3604,Hoang_NT,537
3605,Tsuyoshi_Murata,537
3606,Xin_Liu_0020,537
3607,Lihua_Hu,134
3608,Lihong_Ma_0002,538
3609,Jing_Tian_0002,538
3610,Quinn_Jones,197
3611,Saeid_Motiian,197
3612,Hojun_Jang,314
3613,Cheol-Hui_Min,314
3614,Binbin_Yong,528
3615,Hideki_Asai,442
3616,Jared_Hamwood,372
3617,Junji_Ke,531
3618,Thierry_Poulain,529
3619,Wolfgang_Pointner,539
3620,Verena_Widhalm,539
3621,Oliver_Zendel_0001,539
3622,Hisham_Cholakkal,39
3623,Rao_Muhammad_Anwer,39
3624,Sanath_Narayan,39
3625,Julia_Simon,539
3626,M._Murugappan,540
3627,Wan_Khairunizam,540
3628,Wei_Zhang_0010,147
3629,Senbo_Yan,541
3630,Chuer_Yu,541
3631,Haris_Vikalo,542
3632,Xiaohan_Chen,542
3633,Zhangyang_Wang,542
3634,Harkirat_Kaur_Padda,543
3635,Ahmed_Seffah,543
3636,Sudhir_P._Mudur,543
3637,Linzi_Qu,531
3638,Harlyn_Baker,242
3639,Zeyu_Li_0002,242
3640,Harrie_Oosterhuis,304
3641,Chia-Mu_Yu,285
3642,Xiaowen_Song,541
3643,Souhaib_Attaiki,237
3644,Maks_Ovsjanikov,237
3645,Mingqing_Yao,36
3646,Jinrong_Hu,36
3647,Hari_Prasanna_Das,293
3648,Luming_Zhang,11
3649,Songtao_Sun,88
3650,Chao_Ma,88
3651,Lior_Talker,544
3652,Ran_Vitek,544
3653,Michael_Dinerstein,544
3654,Ryan_Tran,293
3655,Chengzhe_Lu,88
3656,Xiang_Li_0028,28
3657,Shiqi_Yu_0001,28
3658,Mingwu_Ren,28
3659,Chi_Xu_0003,28
3660,Lyne_P._Tchapmi,45
3661,Mingming_Gong,13
3662,Tongliang_Liu,13
3663,Sonja_Gievska,545
3664,Kiril_Koroveshovski,545
3665,Haruna_Akuzawa,34
3666,Natasha_Tagasovska,545
3667,Harshala_Gammulle,3
3668,Mingqiang_Chen,28
3669,Ciaran_McLoughlin,17
3670,Yucheng_Lu,95
3671,Lyly_Yonkwa,546
3672,Mikael_Lindvall,546
3673,Lingjing_Wang,11
3674,Hao_Huang,11
3675,Congcong_Wen,11
3676,Sen_He_0001,324
3677,Haoliang_Zhao,307
3678,Xiangli_Ji,547
3679,Yuesheng_Zhu,547
3680,Guibo_Luo,547
3681,Mingxuan_Ju,7
3682,Yujie_Fan,7
3683,Shifu_Hou,7
3684,Haoqin_Ji,427
3685,Jianan_Zhao_0002,7
3686,Haofu_Liao,4
3687,Gareth_Funka-Lea,4
3688,Mingxue_Liao,548
3689,Yuanyuan_Liang,548
3690,Haofeng_Huang,131
3691,Shaohua_Kevin_Zhou,4
3692,Yefeng_Zheng_0001,4
3693,Sema_Berkiten,45
3694,Szymon_Rusinkiewicz,45
3695,Xinyi_Fan,45
3696,Haojin_Yang,549
3697,Christoph_Meinel,549
3698,Joseph_Bethge,549
3699,Haoyi_Wu,550
3700,Kewei_Tu,550
3701,Lisa_Jöckel,551
3702,Michael_Kläs,551
3703,Rostislav_Horcík,81
3704,Haoyuan_Gao,552
3705,Linhui_Sun,552
3706,Yifaan_Zhang,552
3707,Xiangguang_Chen,131
3708,Bingtao_Fu,131
3709,Liqiang_Nie,11
3710,Lipu_Zhou,553
3711,Michael_Kaess,553
3712,Jiamin_Ye,553
3713,Songnan_Li,72
3714,Shan_Liu_0001,72
3715,Jian_Cheng,552
3716,Haoyu_Ren,554
3717,Mostafa_El-Khamy,554
3718,Son_Lam_Phung,555
3719,Abdesselam_Bouzerdoum,555
3720,Van_Ha_Tang,555
3721,Yu_Li_0003,131
3722,Liqun_Kuang,556
3723,Xie_Han,556
3724,Ye_Zhu_0003,131
3725,Stefan_Edelkamp,81
3726,Jungwon_Lee,554
3727,Hasan_A._Poonawala,557
3728,Mariëlle_Stoelinga,557
3729,Kayhan_Batmanghelich,13
3730,Chaohui_Wang,13
3731,Lingbo_Mo,558
3732,Zheng_Hu,558
3733,Yang_Ji_0001,558
3734,Chunhong_Zhang,558
3735,Lingfeng_Xu,384
3736,Linghua_Tang,32
3737,Hazrat_Ali,559
3738,Tanvir_Alam,559
3739,He_Huang,560
3740,Eiichi_Matsumoto,560
3741,Philip_S._Yu,560
3742,Shunta_Saito,560
3743,Wei_Tang,560
3744,Yuta_Kikuchi,560
3745,He_Li_0008,561
3746,Changjun_Song,561
3747,Feng_Yu_0006,561
3748,Jiyuan_Liu_0006,561
3749,Yongming_Tang,561
3750,Rizwan_Qureshi,559
3751,Hehuan_Ma,5
3752,Junzhou_Huang,5
3753,Heinz-Peter_Schlemmer,44
3754,Xian-Hua_Han,19
3755,Jian_Wang_0004,19
3756,M._M._Manjurul_Islam,280
3757,Sazali_Yaacob,540
3758,Hefeng_Wu,157
3759,Yuu_Konno,19
3760,Mingjun_Hu,562
3761,Xiaoqin_Zhang,562
3762,Li_Zhao,562
3763,Yongxin_Yang,268
3764,Sheheryar_Khan,559
3765,Pingjun_Chen,559
3766,Lingxi_Xie,4
3767,Sihang_Zhou,563
3768,En_Zhu,563
3769,Sige_Bian,561
3770,Hassan_Afzal,5
3771,Bruno_Mirbach,5
3772,François_Destelle,5
3773,Kassem_Al_Ismaeil,5
3774,Lingling_Wang,564
3775,Qianyi_Lu,564
3776,Pengjie_Hu,564
3777,Mingmin_Zhang,129
3778,Zhigeng_Pan,129
3779,Yang_Li,129
3780,Léo_Hemamou,35
3781,Soo_Ye_Kim,565
3782,Dae-Eun_Kim,565
