info/authors/author/0/_pid,info/authors/author/0/__text,info/authors/author/1/_pid,info/authors/author/1/__text,info/authors/author/2/_pid,info/authors/author/2/__text,info/title,info/venue,info/pages,info/year,info/type,info/access,info/key,info/ee,info/url,url,_score,_id,info/authors/author/3/_pid,info/authors/author/3/__text,info/authors/author/4/_pid,info/authors/author/4/__text,info/authors/author/5/_pid,info/authors/author/5/__text,info/authors/author/6/_pid,info/authors/author/6/__text,info/authors/author/7/_pid,info/authors/author/7/__text,info/authors/author/8/_pid,info/authors/author/8/__text,info/authors/author/9/_pid,info/authors/author/9/__text,info/authors/author/10/_pid,info/authors/author/10/__text,info/authors/author/11/_pid,info/authors/author/11/__text,info/authors/author/12/_pid,info/authors/author/12/__text,info/authors/author/13/_pid,info/authors/author/13/__text,info/authors/author/14/_pid,info/authors/author/14/__text,info/authors/author/15/_pid,info/authors/author/15/__text,info/authors/author/16/_pid,info/authors/author/16/__text,info/authors/author/17/_pid,info/authors/author/17/__text,info/authors/author/18/_pid,info/authors/author/18/__text,info/authors/author/19/_pid,info/authors/author/19/__text
236/0038,Johannes Jakubik,271/0575,Patrick Hemmer,198/5318,Michael Vössing,Designing a Human-in-the-Loop System for Object Detection in Floor Plans.,AAAI,12524-12530,2022,Conference and Workshop Papers,closed,conf/aaai/JakubikHVBBM22,https://ojs.aaai.org/index.php/AAAI/article/view/21522,https://dblp.org/rec/conf/aaai/JakubikHVBBM22,URL#305679,1,305679,324/1122,Benedikt Blumenstiel,295/6484,Andrea Bartos,324/1193,Kamilla Mohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322/4165,Amirkasra Jalaldoust,93/3186,Katerina Hlavácková-Schindler,65/3446,Claudia Plant,Causal Discovery in Hawkes Processes by Minimum Description Length.,AAAI,6978-6987,2022,Conference and Workshop Papers,closed,conf/aaai/JalaldoustHP22,https://ojs.aaai.org/index.php/AAAI/article/view/20656,https://dblp.org/rec/conf/aaai/JalaldoustHP22,URL#305680,1,305680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323/7982,Lukasz Janeczko,58/2379,Piotr Faliszewski,,,The Complexity of Proportionality Degree in Committee Elections.,AAAI,5092-5099,2022,Conference and Workshop Papers,closed,conf/aaai/JaneczkoF22,https://ojs.aaai.org/index.php/AAAI/article/view/20442,https://dblp.org/rec/conf/aaai/JaneczkoF22,URL#305681,1,305681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308/4187,Suji Jang,86/2194,Hyuk Lim,,,AsyncFL: Asynchronous Federated Learning Using Majority Voting with Quantized Model Updates (Student Abstract).,AAAI,12975-12976,2022,Conference and Workshop Papers,closed,conf/aaai/JangL22,https://ojs.aaai.org/index.php/AAAI/article/view/21624,https://dblp.org/rec/conf/aaai/JangL22,URL#305682,1,305682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277/9316,Yoonna Jang,277/9191,Jungwoo Lim,291/4254,Yuna Hur,Call for Customized Conversation: Customized Conversation Grounding Persona and Knowledge.,AAAI,10803-10812,2022,Conference and Workshop Papers,closed,conf/aaai/JangLHOSLSKL22,https://ojs.aaai.org/index.php/AAAI/article/view/21326,https://dblp.org/rec/conf/aaai/JangLHOSLSKL22,URL#305683,1,305683,247/1226,Dongsuk Oh,309/6326,Suhyune Son,08/4568,Yeonsoo Lee,03/4568,Dong-Hoon Shin,141/9955,Seungryong Kim,127/4881,Heuiseok Lim,,,,,,,,,,,,,,,,,,,,,,
61/6076,Taeuk Jang,175/0689,Pengyi Shi,151/3215-1,Xiaoqian Wang 0001,Group-Aware Threshold Adaptation for Fair Classification.,AAAI,6988-6995,2022,Conference and Workshop Papers,closed,conf/aaai/JangS022,https://ojs.aaai.org/index.php/AAAI/article/view/20657,https://dblp.org/rec/conf/aaai/JangS022,URL#305684,1,305684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261/1907,Andres G. Jaramillo-Yanez,117/3331,Marco E. Benalcázar,09/129,Sebastian Sardiña,Towards Discriminant Analysis Classifiers Using Online Active Learning via Myoelectric Interfaces.,AAAI,6996-7004,2022,Conference and Workshop Papers,closed,conf/aaai/Jaramillo-Yanez22,https://ojs.aaai.org/index.php/AAAI/article/view/20658,https://dblp.org/rec/conf/aaai/Jaramillo-Yanez22,URL#305685,1,305685,23/2646,Fabio Zambetta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305/7711,Tahir Javed,290/1889,Sumanth Doddapaneni,305/7590,Abhigyan Raman,Towards Building ASR Systems for the Next Billion Users.,AAAI,10813-10821,2022,Conference and Workshop Papers,closed,conf/aaai/JavedDRBRKKK22,https://ojs.aaai.org/index.php/AAAI/article/view/21327,https://dblp.org/rec/conf/aaai/JavedDRBRKKK22,URL#305686,1,305686,305/7643,Kaushal Santosh Bhogale,144/9937,Gowtham Ramesh,126/8631,Anoop Kunchukuttan,25/2468,Pratyush Kumar,90/7967,Mitesh M. Khapra,,,,,,,,,,,,,,,,,,,,,,,,
240/9208,Porter Jenkins,01/6961-1,Hua Wei 0001,256/5351,J. Stockton Jenkins,Bayesian Model-Based Offline Reinforcement Learning for Product Allocation.,AAAI,12531-12537,2022,Conference and Workshop Papers,closed,conf/aaai/Jenkins0JL22,https://ojs.aaai.org/index.php/AAAI/article/view/21523,https://dblp.org/rec/conf/aaai/Jenkins0JL22,URL#305687,1,305687,27/178,Zhenhui Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151/6786,Haewon Jeong,181/2812-63,Hao Wang 0063,89/4611,Flávio P. Calmon,Fairness without Imputation: A Decision Tree Approach for Fair Prediction with Missing Values.,AAAI,9558-9566,2022,Conference and Workshop Papers,closed,conf/aaai/Jeong0C22,https://ojs.aaai.org/index.php/AAAI/article/view/21189,https://dblp.org/rec/conf/aaai/Jeong0C22,URL#305688,1,305688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324/0682,Jongwon Jeong,121/3362,Jeong Choi,116/5184,Hyunsouk Cho,FPAdaMetric: False-Positive-Aware Adaptive Metric Learning for Session-Based Recommendation.,AAAI,4039-4047,2022,Conference and Workshop Papers,closed,conf/aaai/JeongCCC22,https://ojs.aaai.org/index.php/AAAI/article/view/20321,https://dblp.org/rec/conf/aaai/JeongCCC22,URL#305689,1,305689,26/3137,Sehee Chung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237/4766,Haedong Jeong,219/6201,Jiyeon Han,13/1402,Jaesik Choi,An Unsupervised Way to Understand Artifact Generating Internal Units in Generative Neural Networks.,AAAI,1052-1059,2022,Conference and Workshop Papers,closed,conf/aaai/JeongHC22,https://ojs.aaai.org/index.php/AAAI/article/view/19989,https://dblp.org/rec/conf/aaai/JeongHC22,URL#305690,1,305690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260/0615,Yonghyun Jeong,94/10472,Doyeon Kim,234/8044,Youngmin Ro,FrePGAN: Robust Deepfake Detection Using Frequency-Level Perturbations.,AAAI,1060-1068,2022,Conference and Workshop Papers,closed,conf/aaai/JeongKRC22,https://ojs.aaai.org/index.php/AAAI/article/view/19990,https://dblp.org/rec/conf/aaai/JeongKRC22,URL#305691,1,305691,126/0675,Jongwon Choi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266/2156,Jiahao Ji,75/5135,Jingyuan Wang,50/4629-1,Zhe Jiang 0001,STDEN: Towards Physics-Guided Neural Networks for Traffic Flow Prediction.,AAAI,4048-4056,2022,Conference and Workshop Papers,closed,conf/aaai/JiW0JZ22,https://ojs.aaai.org/index.php/AAAI/article/view/20322,https://dblp.org/rec/conf/aaai/JiW0JZ22,URL#305692,1,305692,185/1521,Jiawei Jiang,69/5169,Hu Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89/2939,Jian Jia,248/7617,Naiyu Gao,13/6794,Fei He,Learning Disentangled Attribute Representations for Robust Pedestrian Attribute Recognition.,AAAI,1069-1077,2022,Conference and Workshop Papers,closed,conf/aaai/JiaGHCH22,https://ojs.aaai.org/index.php/AAAI/article/view/19991,https://dblp.org/rec/conf/aaai/JiaGHCH22,URL#305693,1,305693,22/10700,Xiaotang Chen,89/7026,Kaiqi Huang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/5124,Jinyuan Jia,204/1178,Yupei Liu,146/9100,Xiaoyu Cao,Certified Robustness of Nearest Neighbors against Data Poisoning and Backdoor Attacks.,AAAI,9575-9583,2022,Conference and Workshop Papers,closed,conf/aaai/JiaLCG22,https://ojs.aaai.org/index.php/AAAI/article/view/21191,https://dblp.org/rec/conf/aaai/JiaLCG22,URL#305694,1,305694,03/9437,Neil Zhenqiang Gong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257/1724,Zixia Jia,50/1907,Zhaohui Yan,158/6931,Haoyi Wu,Span-Based Semantic Role Labeling with Argument Pruning and Second-Order Inference.,AAAI,10822-10830,2022,Conference and Workshop Papers,closed,conf/aaai/JiaYWT22,https://ojs.aaai.org/index.php/AAAI/article/view/21328,https://dblp.org/rec/conf/aaai/JiaYWT22,URL#305695,1,305695,22/918,Kewei Tu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226/8387,Yiren Jian,75/2854,Lorenzo Torresani,,,Label Hallucination for Few-Shot Classification.,AAAI,7005-7014,2022,Conference and Workshop Papers,closed,conf/aaai/JianT22,https://ojs.aaai.org/index.php/AAAI/article/view/20659,https://dblp.org/rec/conf/aaai/JianT22,URL#305696,1,305696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124/2034,Kui Jiang,84/6394-1,Zhongyuan Wang 0001,w/ZhengWang7,Zheng Wang 0007,Degrade Is Upgrade: Learning Degradation for Low-Light Image Enhancement.,AAAI,1078-1086,2022,Conference and Workshop Papers,closed,conf/aaai/Jiang00000L22,https://ojs.aaai.org/index.php/AAAI/article/view/19992,https://dblp.org/rec/conf/aaai/Jiang00000L22,URL#305697,1,305697,65/4423-1,Chen Chen 0001,98/1202-2,Peng Yi 0002,03/5189-1,Tao Lu 0001,l/ChiaWenLin,Chia-Wen Lin,,,,,,,,,,,,,,,,,,,,,,,,,,
58/3794,Fan Jiang,66/4613,Trevor Cohn,,,Incorporating Constituent Syntax for Coreference Resolution.,AAAI,10831-10839,2022,Conference and Workshop Papers,closed,conf/aaai/JiangC22,https://ojs.aaai.org/index.php/AAAI/article/view/21329,https://dblp.org/rec/conf/aaai/JiangC22,URL#305698,1,305698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129/8949,Tian Jiang,324/0990,Meichen Huang,80/9882,Ignacio Segovia-Dominguez,Learning Space-Time Crop Yield Patterns with Zigzag Persistence-Based LSTM: Toward More Reliable Digital Agriculture Insurance.,AAAI,12538-12544,2022,Conference and Workshop Papers,closed,conf/aaai/JiangHSNG22,https://ojs.aaai.org/index.php/AAAI/article/view/21524,https://dblp.org/rec/conf/aaai/JiangHSNG22,URL#305699,1,305699,127/9770,Nathaniel K. Newlands,18/1090,Yulia R. Gel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254/1470,Xiaoze Jiang,245/8600,Yaobo Liang,79/2536,Weizhu Chen,XLM-K: Improving Cross-Lingual Language Model Pre-training with Multilingual Knowledge.,AAAI,10840-10848,2022,Conference and Workshop Papers,closed,conf/aaai/JiangLCD22,https://ojs.aaai.org/index.php/AAAI/article/view/21330,https://dblp.org/rec/conf/aaai/JiangLCD22,URL#305700,1,305700,30/8160,Nan Duan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173/5031,Zhanhong Jiang,220/5717,Xian Yeow Lee,248/5511,Sin Yong Tan,MDPGT: Momentum-Based Decentralized Policy Gradient Tracking.,AAAI,9377-9385,2022,Conference and Workshop Papers,closed,conf/aaai/JiangLTTBLHS22,https://ojs.aaai.org/index.php/AAAI/article/view/21169,https://dblp.org/rec/conf/aaai/JiangLTTBLHS22,URL#305701,1,305701,248/7503,Kai Liang Tan,192/1502,Aditya Balu,59/1805,Young M. Lee,39/2056,Chinmay Hegde,33/7053,Soumik Sarkar,,,,,,,,,,,,,,,,,,,,,,,,
187/0979,Shenwang Jiang,27/973,Jianan Li,94/3104,Ying Wang,Delving into Sample Loss Curve to Embrace Noisy and Imbalanced Data.,AAAI,7024-7032,2022,Conference and Workshop Papers,closed,conf/aaai/JiangLWHZX22,https://ojs.aaai.org/index.php/AAAI/article/view/20661,https://dblp.org/rec/conf/aaai/JiangLWHZX22,URL#305702,1,305702,95/6229-12,Bo Huang 0012,94/2468,Zhang Zhang,93/1709,Tingfa Xu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198/0655,Shunhua Jiang,230/4287,Yunze Man,76/4051-2,Zhao Song 0002,Fast Graph Neural Tangent Kernel via Kronecker Sketching.,AAAI,7033-7041,2022,Conference and Workshop Papers,closed,conf/aaai/JiangM0YZ22,https://ojs.aaai.org/index.php/AAAI/article/view/20662,https://dblp.org/rec/conf/aaai/JiangM0YZ22,URL#305703,1,305703,28/4466,Zheng Yu,151/7537,Danyang Zhuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323/9511,Zhaoyun Jiang,136/7917,Shizhao Sun,01/3607,Jihua Zhu,Coarse-to-Fine Generative Modeling for Graphic Layouts.,AAAI,1096-1103,2022,Conference and Workshop Papers,closed,conf/aaai/JiangSZL022,https://ojs.aaai.org/index.php/AAAI/article/view/19994,https://dblp.org/rec/conf/aaai/JiangSZL022,URL#305704,1,305704,37/1917,Jian-Guang Lou,87/461-1,Dongmei Zhang 0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/393,Yuan Jiang,192/4964,Yaoxin Wu,178/8621,Zhiguang Cao,Learning to Solve Routing Problems via Distributionally Robust Optimization.,AAAI,9786-9794,2022,Conference and Workshop Papers,closed,conf/aaai/JiangWCZ22,https://ojs.aaai.org/index.php/AAAI/article/view/21214,https://dblp.org/rec/conf/aaai/JiangWCZ22,URL#305705,1,305705,84/6889-2,Jie Zhang 0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285/5480,Meirui Jiang,140/8557,Zirui Wang,165/7846,Qi Dou 0001,HarmoFL: Harmonizing Local and Global Drifts in Federated Learning on Heterogeneous Medical Images.,AAAI,1087-1095,2022,Conference and Workshop Papers,closed,conf/aaai/JiangWD22,https://ojs.aaai.org/index.php/AAAI/article/view/19993,https://dblp.org/rec/conf/aaai/JiangWD22,URL#305706,1,305706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217/3543,Ray Jiang,165/9581,Shangtong Zhang,277/5232,Veronica Chelu,Learning Expected Emphatic Traces for Deep RL.,AAAI,7015-7023,2022,Conference and Workshop Papers,closed,conf/aaai/JiangZC0H22,https://ojs.aaai.org/index.php/AAAI/article/view/20660,https://dblp.org/rec/conf/aaai/JiangZC0H22,URL#305707,1,305707,05/3110,Adam White 0001,16/7643,Hado van Hasselt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174/2413,Weina Jin,71/8042,Xiaoxiao Li,h/GhassanHamarneh,Ghassan Hamarneh,Evaluating Explainable AI on a Multi-Modal Medical Imaging Task: Can Existing Algorithms Fulfill Clinical Requirements?,AAAI,11945-11953,2022,Conference and Workshop Papers,closed,conf/aaai/JinLH22,https://ojs.aaai.org/index.php/AAAI/article/view/21452,https://dblp.org/rec/conf/aaai/JinLH22,URL#305708,1,305708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309/6075,Mu Jin,88/4561,Zhihao Ma,296/8765,Kebing Jin,Creativity of AI: Automatic Symbolic Option Discovery for Facilitating Deep Reinforcement Learning.,AAAI,7042-7050,2022,Conference and Workshop Papers,closed,conf/aaai/JinMJZCY22,https://ojs.aaai.org/index.php/AAAI/article/view/20663,https://dblp.org/rec/conf/aaai/JinMJZCY22,URL#305709,1,305709,12/793,Hankz Hankui Zhuo,65/4423,Chen Chen,36/6789,Chao Yu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210/1848,Lisa Jin,136/3610,Linfeng Song,66/7607,Lifeng Jin,Hierarchical Context Tagging for Utterance Rewriting.,AAAI,10849-10857,2022,Conference and Workshop Papers,closed,conf/aaai/JinSJ0G22,https://ojs.aaai.org/index.php/AAAI/article/view/21331,https://dblp.org/rec/conf/aaai/JinSJ0G22,URL#305710,1,305710,71/4598-1,Dong Yu 0001,51/844,Daniel Gildea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207/6631,Yiqiao Jin,134/4020,Xiting Wang,305/0169,Ruichao Yang,Towards Fine-Grained Reasoning for Fake News Detection.,AAAI,5746-5754,2022,Conference and Workshop Papers,closed,conf/aaai/JinWYS0L022,https://ojs.aaai.org/index.php/AAAI/article/view/20517,https://dblp.org/rec/conf/aaai/JinWYS0L022,URL#305711,1,305711,37/3868,Yizhou Sun,w/WeiWang,Wei Wang 0010,74/1078,Hao Liao,08/6809-1,Xing Xie 0001,,,,,,,,,,,,,,,,,,,,,,,,,,
283/5840,Shuangping Jin,315/3790,Bingbing Yu,216/5281,Minhao Jing,DarkVisionNet: Low-Light Imaging via RGB-NIR Fusion with Deep Inconsistency Prior.,AAAI,1104-1112,2022,Conference and Workshop Papers,closed,conf/aaai/JinYJZLJ22,https://ojs.aaai.org/index.php/AAAI/article/view/19995,https://dblp.org/rec/conf/aaai/JinYJZLJ22,URL#305712,1,305712,01/1901,Yi Zhou,184/6428,Jiajun Liang,239/5726,Renhe Ji,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298/1233,Zi-Rong Jin,298/0731,Tian-Jing Zhang,205/8400,Tai-Xiang Jiang,LAGConv: Local-Context Adaptive Convolution Kernels with Global Harmonic Bias for Pansharpening.,AAAI,1113-1121,2022,Conference and Workshop Papers,closed,conf/aaai/JinZJVD22,https://ojs.aaai.org/index.php/AAAI/article/view/19996,https://dblp.org/rec/conf/aaai/JinZJVD22,URL#305713,1,305713,62/9764,Gemine Vivone,136/7368,Liang-Jian Deng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219/1679,Chenchen Jing,71/2334,Yunde Jia,63/5298-1,Yuwei Wu 0001,Learning the Dynamics of Visual Relational Reasoning via Reinforced Path Routing.,AAAI,1122-1130,2022,Conference and Workshop Papers,closed,conf/aaai/JingJWL022,https://ojs.aaai.org/index.php/AAAI/article/view/19997,https://dblp.org/rec/conf/aaai/JingJWL022,URL#305714,1,305714,195/9947,Chuanhao Li,96/3446-1,Qi Wu 0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306/1109,Tenzin Jinpa,181/2643,Yong Gao,,,Code Representation Learning Using Prüfer Sequences (Student Abstract).,AAAI,12977-12978,2022,Conference and Workshop Papers,closed,conf/aaai/JinpaG22,https://ojs.aaai.org/index.php/AAAI/article/view/21625,https://dblp.org/rec/conf/aaai/JinpaG22,URL#305715,1,305715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58/5419,David Johnson,250/3917,Mohammad Alsharid,275/7978,Rasheed El-Bouri,An Experience Report of Executive-Level Artificial Intelligence Education in the United Arab Emirates.,AAAI,12766-12773,2022,Conference and Workshop Papers,closed,conf/aaai/JohnsonAEMSSTB22,https://ojs.aaai.org/index.php/AAAI/article/view/21555,https://dblp.org/rec/conf/aaai/JohnsonAEMSSTB22,URL#305716,1,305716,313/1573,Nigel Mehdi,230/4265,Farah Shamout,238/0913,Alexandre Szenicer,t/DavidToman3,David Toman 0003,313/1571,Saqr Binghalib,,,,,,,,,,,,,,,,,,,,,,,,
225/5550,Shailza Jolly,302/3635,Zi Xuan Zhang,d/AndreasDengel,Andreas Dengel 0001,Search and Learn: Improving Semantic Coverage for Data-to-Text Generation.,AAAI,10858-10866,2022,Conference and Workshop Papers,closed,conf/aaai/JollyZ0M22,https://ojs.aaai.org/index.php/AAAI/article/view/21332,https://dblp.org/rec/conf/aaai/JollyZ0M22,URL#305717,1,305717,127/0779,Lili Mou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234/2715,Mingxuan Ju,177/8001,Shifu Hou,169/7114,Yujie Fan,Adaptive Kernel Graph Neural Network.,AAAI,7051-7058,2022,Conference and Workshop Papers,closed,conf/aaai/JuHF0Y022,https://ojs.aaai.org/index.php/AAAI/article/view/20664,https://dblp.org/rec/conf/aaai/JuHF0Y022,URL#305718,1,305718,135/9355-2,Jianan Zhao 0002,07/4509,Yanfang Ye 0001,63/5422-2,Liang Zhao 0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62/6079,Brendan Juba,95/1348,Roni Stern,,,Learning Probably Approximately Complete and Safe Action Models for Stochastic Worlds.,AAAI,9795-9804,2022,Conference and Workshop Papers,closed,conf/aaai/JubaS22,https://ojs.aaai.org/index.php/AAAI/article/view/21215,https://dblp.org/rec/conf/aaai/JubaS22,URL#305719,1,305719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237/2153,Soyeon Jung,131/7006,Ransalu Senanayake,34/2029,Mykel J. Kochenderfer,A Gray Box Model for Characterizing Driver Behavior.,SafeAI@AAAI,,2022,Conference and Workshop Papers,open,conf/aaai/JungSK22,https://ceur-ws.org/Vol-3087/paper_15.pdf,https://dblp.org/rec/conf/aaai/JungSK22,URL#305720,1,305720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214/8663,Mohimenul Kabir,324/0602,Flavio O. Everardo,324/0519,Ankit K. Shukla,ApproxASP - a Scalable Approximate Answer Set Counter.,AAAI,5755-5764,2022,Conference and Workshop Papers,closed,conf/aaai/KabirESHFM22,https://ojs.aaai.org/index.php/AAAI/article/view/20518,https://dblp.org/rec/conf/aaai/KabirESHFM22,URL#305721,1,305721,150/8127,Markus Hecher,46/7137,Johannes Klaus Fichte,129/1623,Kuldeep S. Meel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87/551,Ken Kahn,324/1729,Ramana Prasad,324/1178,Gayathri Veera,"AI Snap! Blocks for Speech Input and Output, Computer Vision, Word Embeddings, and Neural Net Creation, Training, and Use.",AAAI,12861,2022,Conference and Workshop Papers,closed,conf/aaai/KahnPV22,https://ojs.aaai.org/index.php/AAAI/article/view/21568,https://dblp.org/rec/conf/aaai/KahnPV22,URL#305722,1,305722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201/5885,Anson Kahng,228/6865,Gregory Kehne,,,Worst-Case Voting When the Stakes Are High.,AAAI,5100-5107,2022,Conference and Workshop Papers,closed,conf/aaai/KahngK22,https://ojs.aaai.org/index.php/AAAI/article/view/20443,https://dblp.org/rec/conf/aaai/KahngK22,URL#305723,1,305723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73/4684,Meir Kalech,312/7252,Avraham Natan,,,Model-Based Diagnosis of Multi-Agent Systems: A Survey.,AAAI,12334-12341,2022,Conference and Workshop Papers,closed,conf/aaai/KalechN22,https://ojs.aaai.org/index.php/AAAI/article/view/21498,https://dblp.org/rec/conf/aaai/KalechN22,URL#305724,1,305724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194/4254,Janis Kalofolias,94/6462,Jilles Vreeken,,,Naming the Most Anomalous Cluster in Hilbert Space for Structures with Attribute Information.,AAAI,4057-4064,2022,Conference and Workshop Papers,closed,conf/aaai/KalofoliasV22,https://ojs.aaai.org/index.php/AAAI/article/view/20323,https://dblp.org/rec/conf/aaai/KalofoliasV22,URL#305725,1,305725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64/1388,Aditya Kalyanpur,277/0670,Tom Breloff,21/6704,David A. Ferrucci,Braid: Weaving Symbolic and Neural Knowledge into Coherent Logical Explanations.,AAAI,10867-10874,2022,Conference and Workshop Papers,closed,conf/aaai/KalyanpurBF22,https://ojs.aaai.org/index.php/AAAI/article/view/21333,https://dblp.org/rec/conf/aaai/KalyanpurBF22,URL#305726,1,305726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303/4765,Hiromichi Kamata,153/5464,Yusuke Mukuta,14/5849,Tatsuya Harada,Fully Spiking Variational Autoencoder.,AAAI,7059-7067,2022,Conference and Workshop Papers,closed,conf/aaai/KamataMH22,https://ojs.aaai.org/index.php/AAAI/article/view/20665,https://dblp.org/rec/conf/aaai/KamataMH22,URL#305727,1,305727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k/SKambhampati,Subbarao Kambhampati,162/5110,Sarath Sreedharan,192/7474,Mudit Verma,Symbols as a Lingua Franca for Bridging Human-AI Chasm for Explainable and Advisable AI Systems.,AAAI,12262-12267,2022,Conference and Workshop Papers,closed,conf/aaai/KambhampatiSVZG22,https://ojs.aaai.org/index.php/AAAI/article/view/21488,https://dblp.org/rec/conf/aaai/KambhampatiSVZG22,URL#305728,1,305728,190/7304,Yantian Zha,07/52,Lin Guan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63/4936,Masahiro Kaneko,b/DanushkaBollegala,Danushka Bollegala,,,Unmasking the Mask - Evaluating Social Biases in Masked Language Models.,AAAI,11954-11962,2022,Conference and Workshop Papers,closed,conf/aaai/KanekoB22,https://ojs.aaai.org/index.php/AAAI/article/view/21453,https://dblp.org/rec/conf/aaai/KanekoB22,URL#305729,1,305729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98/3089,Yu Kang,240/9193,Tianqiao Liu,83/5560-7,Hang Li 0007,Self-Supervised Audio-and-Text Pre-training with Extremely Low-Resource Parallel Data.,AAAI,10875-10883,2022,Conference and Workshop Papers,closed,conf/aaai/KangLLHD22,https://ojs.aaai.org/index.php/AAAI/article/view/21334,https://dblp.org/rec/conf/aaai/KangLLHD22,URL#305730,1,305730,230/9970-4,Yang Hao 0004,157/0274,Wenbiao Ding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94/4225,Changsung Kang,147/8677,Hongwei Shang,184/0012,Jean-Marc Langlois,Classifying Emails into Human vs Machine Category.,AAAI,7069-7077,2022,Conference and Workshop Papers,closed,conf/aaai/KangSL22,https://ojs.aaai.org/index.php/AAAI/article/view/20666,https://dblp.org/rec/conf/aaai/KangSL22,URL#305731,1,305731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309/6938,Nithish Kannen,309/7033,Divyanshu Sheth,304/2731,Abhranil Chandra,CABACE: Injecting Character Sequence Information and Domain Knowledge for Enhanced Acronym and Long-Form Extraction.,SDU@AAAI,,2022,Conference and Workshop Papers,open,conf/aaai/KannenSCP22,https://ceur-ws.org/Vol-3164/paper10.pdf,https://dblp.org/rec/conf/aaai/KannenSCP22,URL#305732,1,305732,309/6927,Shubhraneel Pal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255/5908,Adarsh Kappiyath,268/1342,Silpa Vadakkeeveetil Sreelatha,206/0150,S. Sumitra 0001,Self-Supervised Enhancement of Latent Discovery in GANs.,AAAI,7078-7086,2022,Conference and Workshop Papers,closed,conf/aaai/KappiyathS022,https://ojs.aaai.org/index.php/AAAI/article/view/20667,https://dblp.org/rec/conf/aaai/KappiyathS022,URL#305733,1,305733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150/5408,Payam Karisani,,,,,Multiple-Source Domain Adaptation via Coordinated Domain Encoders and Paired Classifiers.,AAAI,7087-7095,2022,Conference and Workshop Papers,closed,conf/aaai/Karisani22,https://ojs.aaai.org/index.php/AAAI/article/view/20668,https://dblp.org/rec/conf/aaai/Karisani22,URL#305734,1,305734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
